link_id,name,from_node_id,to_node_id,directed,geometry_id,geometry,parent_link_id,dir_flag,length,grade,facility_type,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,jurisdiction,row_width
3344,Greenough Boulevard,731,443,1,2076,,,1,206.21463529953857,,trunk,,,1,,,,,,36.6
3345,Eustis Street,1153,1149,1,2077,,,1,37.47307978227076,,residential,,25 mph,1,,,,,,12.2
3346,Arcadia Street,1181,1149,1,2078,,,1,62.33882660674437,,residential,,25 mph,2,,,,,,11.6
3347,Arcadia Street,1149,1181,1,2078,,2078,-1,62.33882660674437,,residential,,25 mph,2,,,,,,11.6
3348,Monsignor O'Brien Highway,587,732,1,2080,,,1,177.87031769048963,,trunk,,,"['5', '3']",,,,,,30.5
3349,East Street,597,732,1,2081,,2081,-1,37.43717684076593,,residential,,25 mph,2,,,,,,12.2
3350,East Street,732,597,1,2081,,,1,37.43717684076593,,residential,,25 mph,2,,,,,,12.2
3351,East Street,583,597,1,2082,,,1,62.61681760422072,,residential,,25 mph,2,,,,,,12.2
3352,East Street,597,583,1,2082,,2082,-1,62.61681760422072,,residential,,25 mph,2,,,,,,12.2
3353,Glassworks Avenue,597,539,1,2083,,2083,-1,91.98604615881305,,residential,,25 mph,,,,,,,
3354,Glassworks Avenue,539,597,1,2083,,,1,91.98604615881305,,residential,,25 mph,,,,,,,
3355,Hurlbut Street,1154,1207,1,2084,,,1,141.09913199491155,,residential,,25 mph,2,,,,,,11.6
3356,Hurlbut Street,1207,1154,1,2084,,2084,-1,141.09913199491155,,residential,,25 mph,2,,,,,,11.6
3357,Linnaean Street,1211,1207,1,2085,,,1,46.93020316642923,,residential,,25 mph,2,,,,,,14.0
3358,Linnaean Street,1207,1211,1,2085,,2085,-1,46.93020316642923,,residential,,25 mph,2,,,,,,14.0
3359,Martin Street,1150,1154,1,2087,,2087,-1,55.33547222265624,,residential,,25 mph,2,,,,,,12.2
3360,Martin Street,1154,1150,1,2087,,,1,55.33547222265624,,residential,,25 mph,2,,,,,,12.2
3361,Massachusetts Avenue,1189,1150,1,2088,,,1,47.199093325260904,,primary,,,2,,,,,,26.8
3362,Martin Street,1154,1162,1,2089,,,1,66.87594648055047,,residential,,25 mph,2,,,,,,12.2
3363,Martin Street,1162,1154,1,2089,,2089,-1,66.87594648055047,,residential,,25 mph,2,,,,,,12.2
3364,Bowdoin Street,1125,1162,1,2090,,,1,113.38693889443827,,residential,,25 mph,2,,,,,,11.6
3365,Bowdoin Street,1162,1125,1,2090,,2090,-1,113.38693889443827,,residential,,25 mph,2,,,,,,11.6
3366,Martin Street,1127,1162,1,2091,,,1,68.67164916614095,,residential,,25 mph,2,,,,,,12.2
3367,Martin Street,1162,1127,1,2091,,2091,-1,68.67164916614095,,residential,,25 mph,2,,,,,,12.2
3368,Bowdoin Street,1229,1162,1,2092,,,1,154.78933792269171,,residential,,25 mph,2,,,,,,11.6
3369,Bowdoin Street,1162,1229,1,2092,,2092,-1,154.78933792269171,,residential,,25 mph,2,,,,,,11.6
3370,Prince Street,211,139,1,2093,,,1,175.67564788377686,,residential,,25 mph,1,,,,,,10.7
3371,Pleasant Street,124,139,1,2094,,,1,69.28868681170792,,residential,,25 mph,1,,,,,,12.5
3372,Magazine Street,125,211,1,2096,,,1,50.52750527784765,,tertiary,,,2,,,,,,14.0
3373,Magazine Street,211,125,1,2096,,2096,-1,50.52750527784765,,tertiary,,,2,,,,,,14.0
3374,Hamilton Street,93,211,1,2097,,,1,151.24828597414583,,residential,,25 mph,1,,,,,,12.2
3375,Lincoln Lane,1058,1049,1,2098,,,1,73.26596028471064,,residential,,25 mph,1,,,,,,5.5
3376,Lincoln Lane,1049,1058,1,2098,,2098,-1,73.26596028471064,,residential,,25 mph,1,,,,,,5.5
3377,Fayerweather Street,1026,1049,1,2099,,,1,41.682747474423515,,tertiary,,25 mph,2,,,,,,13.7
3378,Fayerweather Street,1049,1026,1,2099,,2099,-1,41.682747474423515,,tertiary,,25 mph,2,,,,,,13.7
3379,Fayerweather Street,1070,1049,1,2100,,,1,84.05325503504547,,tertiary,,25 mph,2,,,,,,13.7
3380,Fayerweather Street,1049,1070,1,2100,,2100,-1,84.05325503504547,,tertiary,,25 mph,2,,,,,,13.7
3381,Gerry's Landing Road,783,634,1,2101,,,1,238.91354418709756,,trunk,,,2,,,,,,25.9
3382,,1630,634,1,2102,,,1,146.9541830836851,,trunk_link,,,2,,,,,,25.9
3383,Ellsworth Park,1626,668,1,2103,,,1,69.08579563966197,,residential,,25 mph,2,,,,,,8.8
3384,Ellsworth Park,668,1626,1,2103,,2103,-1,69.08579563966197,,residential,,25 mph,2,,,,,,8.8
3385,Hillside Place,1254,1265,1,2104,,2104,-1,55.40177529710488,,residential,,25 mph,1,,,,,,6.1
3386,Hillside Place,1265,1254,1,2104,,,1,55.40177529710488,,residential,,25 mph,1,,,,,,6.1
3387,Avon Hill Street,1270,1254,1,2105,,,1,49.56487163125428,,residential,,25 mph,1,,,,,,12.2
3388,Fourth Street Place,464,466,1,2106,,,1,29.834833135753637,,residential,,25 mph,1,,,,,,3.7
3389,Fourth Street Place,466,464,1,2106,,2106,-1,29.834833135753637,,residential,,25 mph,1,,,,,,3.7
3390,Sciarappa Street,464,448,1,2107,,,1,24.91561526200892,,residential,,25 mph,2,,,,,,14.6
3391,Sciarappa Street,448,464,1,2107,,2107,-1,24.91561526200892,,residential,,25 mph,2,,,,,,14.6
3392,Spring Street,448,521,1,2108,,2108,-1,138.42129865213593,,residential,,25 mph,2,,,,,,15.2
3393,Spring Street,521,448,1,2108,,,1,138.42129865213593,,residential,,25 mph,2,,,,,,15.2
3394,Sciarappa Street,448,499,1,2109,,2109,-1,76.70199993592331,,residential,,25 mph,2,,,,,,14.6
3395,Sciarappa Street,499,448,1,2109,,,1,76.70199993592331,,residential,,25 mph,2,,,,,,14.6
3396,Spring Street,448,462,1,2110,,2110,-1,139.68623868623226,,residential,,25 mph,2,,,,,,15.2
3397,Spring Street,462,448,1,2110,,,1,139.68623868623226,,residential,,25 mph,2,,,,,,15.2
3398,Sciarappa Street,464,764,1,2111,,,1,50.37080667962771,,residential,,25 mph,2,,,,,,14.6
3399,Sciarappa Street,764,464,1,2111,,2111,-1,50.37080667962771,,residential,,25 mph,2,,,,,,14.6
3400,Hurley Street,454,764,1,2112,,,1,138.37872120081352,,residential,,25 mph,2,,,,,,15.2
3401,Hurley Street,764,454,1,2112,,2112,-1,138.37872120081352,,residential,,25 mph,2,,,,,,15.2
3402,Sciarappa Street,764,377,1,2113,,2113,-1,77.0944070399689,,residential,,25 mph,2,,,,,,14.6
3403,Sciarappa Street,377,764,1,2113,,,1,77.0944070399689,,residential,,25 mph,2,,,,,,14.6
3404,Hurley Street,749,764,1,2114,,,1,130.7707804169638,,residential,,25 mph,2,,,,,,15.2
3405,Hurley Street,764,749,1,2114,,2114,-1,130.7707804169638,,residential,,25 mph,2,,,,,,15.2
3406,Kelly Road,427,170,1,2115,,,1,89.55040713736108,,residential,,25 mph,1,,,,,,12.2
3407,Kelly Road,170,427,1,2115,,2115,-1,89.55040713736108,,residential,,25 mph,1,,,,,,12.2
3408,Pleasant Street,187,170,1,2116,,,1,42.963366571387496,,residential,,25 mph,1,,,,,,12.5
3409,River Street,427,223,1,2117,,,1,75.37422145055979,,secondary,,25 mph,2,,,,,,15.5
3410,,87,141,1,2118,,,1,342.3583695782375,,primary_link,,35 mph,1,,,,,,30.5
3411,Howard Street,427,220,1,2120,,2120,-1,23.44780523522755,,residential,,25 mph,1,,,,,,12.2
3412,Howard Street,220,427,1,2120,,,1,23.44780523522755,,residential,,25 mph,1,,,,,,12.2
3413,Kelly Road,170,427,1,2121,,,1,89.55040713736106,,residential,,25 mph,1,,,,,,12.2
3414,Kelly Road,427,170,1,2121,,2121,-1,89.55040713736106,,residential,,25 mph,1,,,,,,12.2
3415,River Street,424,427,1,2122,,,1,40.716525128451295,,secondary,,25 mph,2,,,,,,15.5
3416,Sullivan Place,220,226,1,2123,,,1,61.34410004665218,,residential,,25 mph,1,,,,,,3.0
3417,Sullivan Place,226,220,1,2123,,2123,-1,61.34410004665218,,residential,,25 mph,1,,,,,,3.0
3418,Howard Street,253,220,1,2124,,2124,-1,142.26982509424974,,residential,,25 mph,1,,,,,,12.2
3419,Howard Street,220,253,1,2124,,,1,142.26982509424974,,residential,,25 mph,1,,,,,,12.2
3420,Howard Street,409,253,1,2125,,,1,70.88102446426898,,residential,,25 mph,1,,,,,,12.2
3421,Howard Street,253,409,1,2125,,2125,-1,70.88102446426898,,residential,,25 mph,1,,,,,,12.2
3422,Western Avenue,256,253,1,2126,,,1,72.99293775837016,,secondary,,,4,,,,,,19.8
3423,Vassal Lane,1194,1190,1,2127,,,1,67.02817306191578,,residential,,25 mph,1,,,,,,12.2
3424,Chilton Street,1097,1190,1,2128,,,1,248.16568420589604,,residential,,25 mph,1,,,,,,12.2
3425,Fayerweather Street,1049,1070,1,2129,,,1,84.05325503504547,,tertiary,,25 mph,2,,,,,,13.7
3426,Fayerweather Street,1070,1049,1,2129,,2129,-1,84.05325503504547,,tertiary,,25 mph,2,,,,,,13.7
3427,Gurney Street,1097,1070,1,2130,,,1,194.5544314627437,,residential,,25 mph,2,,,,,,11.6
3428,Fayerweather Street,1105,1070,1,2131,,,1,151.6377530438716,,tertiary,,25 mph,2,,,,,,13.7
3429,Fayerweather Street,1070,1105,1,2131,,2131,-1,151.6377530438716,,tertiary,,25 mph,2,,,,,,13.7
3430,Fayerweather Street,1049,1026,1,2132,,,1,41.682747474423515,,tertiary,,25 mph,2,,,,,,13.7
3431,Fayerweather Street,1026,1049,1,2132,,2132,-1,41.682747474423515,,tertiary,,25 mph,2,,,,,,13.7
3432,Reservoir Street,1026,1030,1,2133,,2133,-1,145.71569307587114,,tertiary,,,2,,,,,,14.0
3433,Reservoir Street,1030,1026,1,2133,,,1,145.71569307587114,,tertiary,,,2,,,,,,14.0
3434,Fayerweather Street,1026,918,1,2134,,2134,-1,228.77673696444603,,tertiary,,25 mph,2,,,,,,13.7
3435,Fayerweather Street,918,1026,1,2134,,,1,228.77673696444603,,tertiary,,25 mph,2,,,,,,13.7
3436,Lincoln Lane,1049,1058,1,2135,,,1,73.26596028471064,,residential,,25 mph,1,,,,,,5.5
3437,Lincoln Lane,1058,1049,1,2135,,2135,-1,73.26596028471064,,residential,,25 mph,1,,,,,,5.5
3438,Sixth Street,389,753,1,2136,,,1,34.12563304297909,,tertiary,,,2,,,,,,15.9
3439,Sixth Street,753,389,1,2136,,2136,-1,34.12563304297909,,tertiary,,,2,,,,,,15.9
3440,Charles Street,363,753,1,2137,,,1,137.89720563365574,,tertiary,,,2,,,,,,15.2
3441,Charles Street,753,363,1,2137,,2137,-1,137.89720563365574,,tertiary,,,2,,,,,,15.2
3442,Charles Street,437,753,1,2138,,,1,177.2728892684858,,tertiary,,,2,,,,,,15.2
3443,Charles Street,753,437,1,2138,,2138,-1,177.2728892684858,,tertiary,,,2,,,,,,15.2
3444,Sixth Street,753,467,1,2139,,2139,-1,76.16078430150723,,tertiary,,,2,,,,,,15.2
3445,Sixth Street,467,753,1,2139,,,1,76.16078430150723,,tertiary,,,2,,,,,,15.2
3446,Emmett Place,380,389,1,2140,,2140,-1,60.06094011986364,,residential,,25 mph,1,,,,,,3.0
3447,Emmett Place,389,380,1,2140,,,1,60.06094011986364,,residential,,25 mph,1,,,,,,3.0
3448,,354,380,1,2141,,,1,41.10232507549489,,residential,,,,,,,,,
3449,,380,354,1,2141,,2141,-1,41.10232507549489,,residential,,,,,,,,,
3450,,380,365,1,2142,,2142,-1,36.96624124958566,,residential,,,,,,,,,
3451,,365,380,1,2142,,,1,36.96624124958566,,residential,,,,,,,,,
3452,Frances Place,1444,1445,1,2143,,2143,-1,35.42378722746237,,residential,,,,,,,,,
3453,Frances Place,1445,1444,1,2143,,,1,35.42378722746237,,residential,,,,,,,,,
3454,Montgomery Street,1467,1444,1,2144,,,1,102.47856710595622,,residential,,,1,,,,,,12.2
3455,Sullivan Road,868,907,1,2145,,,1,114.06263955671243,,residential,,,2,,,,,,12.2
3456,Thingvalla Avenue,906,907,1,2146,,,1,76.7399019870528,,residential,,,2,,,,,,12.2
3457,Thingvalla Avenue,907,906,1,2146,,2146,-1,76.7399019870528,,residential,,,2,,,,,,12.2
3458,Belmont Street,869,868,1,2148,,,1,61.861148643173614,,secondary,,,4,,,,,,21.3
3459,Belmont Street,868,869,1,2148,,2148,-1,61.861148643173614,,secondary,,,4,,,,,,21.3
3460,Bent Street,359,382,1,2149,,,1,177.48204984816,,residential,,25 mph,2,,,,,,13.7
3461,Bent Street,382,359,1,2149,,2149,-1,177.48204984816,,residential,,25 mph,2,,,,,,13.7
3462,Fulkerson Street,392,382,1,2150,,,1,78.29078004513491,,tertiary,,,2,,,,,,15.2
3463,Fulkerson Street,382,392,1,2150,,2150,-1,78.29078004513491,,tertiary,,,2,,,,,,15.2
3464,Fulkerson Street,382,437,1,2151,,2151,-1,75.44979248853896,,tertiary,,,2,,,,,,15.2
3465,Fulkerson Street,437,382,1,2151,,,1,75.44979248853896,,tertiary,,,2,,,,,,15.2
3466,Bent Street,359,354,1,2152,,,1,58.62980636758369,,residential,,25 mph,1,,,,,,14.3
3467,Bent Street,354,359,1,2152,,2152,-1,58.62980636758369,,residential,,25 mph,1,,,,,,14.3
3468,Bent Street,354,396,1,2153,,2153,-1,77.88151037420491,,residential,,25 mph,1,,,,,,14.3
3469,Bent Street,396,354,1,2153,,,1,77.88151037420491,,residential,,25 mph,1,,,,,,14.3
3470,,354,380,1,2154,,2154,-1,41.10232507549489,,residential,,,,,,,,,
3471,,380,354,1,2154,,,1,41.10232507549489,,residential,,,,,,,,,
3472,Sixth Street,359,389,1,2155,,,1,40.71192454652936,,tertiary,,,2,,,,,,15.9
3473,Sixth Street,389,359,1,2155,,2155,-1,40.71192454652936,,tertiary,,,2,,,,,,15.9
3474,Emmett Place,380,389,1,2156,,,1,60.06094011986364,,residential,,25 mph,1,,,,,,3.0
3475,Emmett Place,389,380,1,2156,,2156,-1,60.06094011986364,,residential,,25 mph,1,,,,,,3.0
3476,Sixth Street,753,389,1,2157,,,1,34.12563304297909,,tertiary,,,2,,,,,,15.9
3477,Sixth Street,389,753,1,2157,,2157,-1,34.12563304297909,,tertiary,,,2,,,,,,15.9
3478,Sixth Street,359,335,1,2158,,,1,76.25386081115559,,tertiary,,,2,,,,,,15.9
3479,Sixth Street,335,359,1,2158,,2158,-1,76.25386081115559,,tertiary,,,2,,,,,,15.9
3480,Sixth Street,309,335,1,2159,,,1,78.73214513528626,,tertiary,,,2,,,,,,15.9
3481,Sixth Street,335,309,1,2159,,2159,-1,78.73214513528626,,tertiary,,,2,,,,,,15.9
3482,Rogers Street,335,392,1,2160,,2160,-1,180.04857579083458,,residential,,25 mph,2,,,,,,8.5
3483,Rogers Street,392,335,1,2160,,,1,180.04857579083458,,residential,,25 mph,2,,,,,,8.5
3484,Rogers Street,346,335,1,2161,,,1,136.3336617377889,,residential,,25 mph,2,,,,,,8.5
3485,Rogers Street,335,346,1,2161,,2161,-1,136.3336617377889,,residential,,25 mph,2,,,,,,8.5
3486,Wyman Road,1098,1096,1,2162,,2162,-1,88.24703231888724,,residential,,25 mph,2,,,,,,7.6
3487,Wyman Road,1096,1098,1,2162,,,1,88.24703231888724,,residential,,25 mph,2,,,,,,7.6
3488,Sparks Street,1173,1098,1,2163,,,1,36.88754142877211,,tertiary,,25 mph,1,,,,,,12.8
3489,Alewife Brook Parkway,1331,1440,1,2164,,,1,642.4205363390818,,trunk,,,2,,,,,,18.3
3490,,1331,1328,1,2165,,,1,43.68617508918189,,trunk,,,2,,,,,,19.8
3491,Alewife Brook Parkway,1361,1328,1,2166,,,1,191.0584732988702,,trunk,,,2,,,,,,18.3
3492,Creighton Street,1475,1344,1,2167,,,1,198.89750253549389,,residential,,25 mph,1,,,,,,12.2
3493,Creighton Street,1344,1475,1,2167,,2167,-1,198.89750253549389,,residential,,25 mph,1,,,,,,12.2
3494,Blake Street,1390,1475,1,2169,,,1,140.223676317671,,residential,,25 mph,2,,,,,,11.6
3495,Blake Street,1475,1390,1,2169,,2169,-1,140.223676317671,,residential,,25 mph,2,,,,,,11.6
3496,Massachusetts Avenue,1356,1475,1,2170,,,1,123.9714571199694,,primary,,,2,,,,,,26.8
3497,Lakeview Avenue,936,1092,1,2171,,2171,-1,497.8339923708122,,residential,,25 mph,2,,,,,,14.0
3498,Lakeview Avenue,1092,936,1,2171,,,1,497.8339923708122,,residential,,25 mph,2,,,,,,14.0
3499,Brattle Street,936,918,1,2172,,2172,-1,101.94146380740268,,tertiary,,,2,,,,,,16.2
3500,Brattle Street,918,936,1,2172,,,1,101.94146380740268,,tertiary,,,2,,,,,,16.2
3501,Brattle Street,936,914,1,2173,,2173,-1,108.07715956128598,,tertiary,,,2,,,,,,16.2
3502,Brattle Street,914,936,1,2173,,,1,108.07715956128598,,tertiary,,,2,,,,,,16.2
3503,Huron Avenue,1099,1092,1,2174,,2174,-1,106.00898084941525,,tertiary,,,2,,,,,,21.3
3504,Huron Avenue,1092,1099,1,2174,,,1,106.00898084941525,,tertiary,,,2,,,,,,21.3
3505,Huron Avenue,1099,1097,1,2175,,2175,-1,36.35956019507394,,tertiary,,,2,,,,,,21.3
3506,Huron Avenue,1097,1099,1,2175,,,1,36.35956019507394,,tertiary,,,2,,,,,,21.3
3507,Huron Avenue,1092,1117,1,2176,,,1,107.84075845867672,,tertiary,,,2,,,,,,21.3
3508,Huron Avenue,1117,1092,1,2176,,2176,-1,107.84075845867672,,tertiary,,,2,,,,,,21.3
3509,Lexington Avenue,990,1117,1,2177,,,1,309.3079411897485,,residential,,25 mph,2,,,,,,15.2
3510,Lexington Avenue,1117,990,1,2177,,2177,-1,309.3079411897485,,residential,,25 mph,2,,,,,,15.2
3511,Huron Avenue,1114,1117,1,2178,,,1,88.01359153620182,,tertiary,,,2,,,,,,21.3
3512,Huron Avenue,1117,1114,1,2178,,2178,-1,88.01359153620182,,tertiary,,,2,,,,,,21.3
3513,Lakeview Avenue,1092,1177,1,2179,,,1,70.96900296099915,,residential,,25 mph,1,,,,,,14.0
3514,Malcolm Road,1177,1121,1,2180,,2180,-1,103.77271215798348,,residential,,25 mph,2,,,,,,12.2
3515,Malcolm Road,1121,1177,1,2180,,,1,103.77271215798348,,residential,,25 mph,2,,,,,,12.2
3516,"['Mt. Auburn Place', 'Nutting Road']",794,776,1,2181,,2181,-1,90.95603561467067,,residential,,25 mph,"['1', '2']",,,,,,"['6.1', '10.4']"
3517,"['Mt. Auburn Place', 'Nutting Road']",776,794,1,2181,,,1,90.95603561467067,,residential,,25 mph,"['1', '2']",,,,,,"['6.1', '10.4']"
3518,Mount Auburn Street,794,807,1,2182,,2182,-1,53.94729060179072,,tertiary,,,2,,,,,,16.8
3519,Mount Auburn Street,807,794,1,2182,,,1,53.94729060179072,,tertiary,,,2,,,,,,16.8
3520,Mount Auburn Street,797,794,1,2183,,,1,21.04115697702981,,tertiary,,,2,,,,,,16.8
3521,Mount Auburn Street,794,797,1,2183,,2183,-1,21.04115697702981,,tertiary,,,2,,,,,,16.8
3522,Revere Street,776,675,1,2184,,,1,86.1344266009169,,residential,,25 mph,,,,,,,
3523,Revere Street,675,776,1,2184,,2184,-1,86.1344266009169,,residential,,25 mph,,,,,,,
3524,Memorial Drive,50,19,1,2185,,2185,-1,38.07986144967831,,primary,,,4,,,,,,30.2
3525,Memorial Drive,19,50,1,2185,,,1,38.07986144967831,,primary,,,4,,,,,,30.2
3526,,9,50,1,2186,,,1,249.79139045879646,,primary_link,,25 mph,1,,,,,,13.7
3527,Memorial Drive,26,50,1,2187,,,1,82.34981257954502,,primary,,,4,,,,,,30.2
3528,Memorial Drive,50,26,1,2187,,2187,-1,82.34981257954502,,primary,,,4,,,,,,30.2
3529,Memorial Drive,19,6,1,2188,,,1,448.531293202635,,primary,,,2,,,,,,15.2
3530,Sozio Rotary,1295,1303,1,2189,,,1,30.66151749131384,,trunk,,,2,,,,,,19.8
3531,Concord Avenue,1297,1303,1,2190,,,1,48.81460953626908,,tertiary,,,2,,,,,,14.6
3532,Concord Avenue,1295,1297,1,2191,,,1,42.251252874020466,,tertiary,,,2,,,,,,14.6
3533,Concord Avenue,1588,1297,1,2192,,,1,62.11414839880548,,tertiary,,,2,,,,,,14.6
3534,Concord Avenue,1297,1588,1,2192,,2192,-1,62.11414839880548,,tertiary,,,2,,,,,,14.6
3535,Vassal Lane,1190,1182,1,2193,,,1,73.70830501087988,,residential,,25 mph,1,,,,,,12.2
3536,Fayerweather Street,1225,1182,1,2194,,,1,103.40074637657179,,tertiary,,25 mph,2,,,,,,13.7
3537,Fayerweather Street,1182,1225,1,2194,,2194,-1,103.40074637657179,,tertiary,,25 mph,2,,,,,,13.7
3538,Massachusetts Avenue,1475,1385,1,2195,,,1,52.368299448523,,primary,,,2,,,,,,26.8
3539,Hadley Street,1392,1385,1,2196,,,1,110.82212129332689,,residential,,25 mph,2,,,,,,9.8
3540,Hadley Street,1385,1392,1,2196,,2196,-1,110.82212129332689,,residential,,25 mph,2,,,,,,9.8
3541,Blake Street,1390,1475,1,2197,,2197,-1,140.223676317671,,residential,,25 mph,2,,,,,,11.6
3542,Blake Street,1475,1390,1,2197,,,1,140.223676317671,,residential,,25 mph,2,,,,,,11.6
3543,Orchard Street,1393,1390,1,2198,,,1,31.816402000444338,,residential,,25 mph,1,,,,,,12.2
3544,Hudson Street,1125,1123,1,2199,,,1,40.452008042006014,,residential,,25 mph,,,,,,,
3545,Massachusetts Avenue,1150,1123,1,2200,,,1,125.77453209548237,,primary,,,2,,,,,,26.8
3546,Hudson Street,1125,1178,1,2201,,,1,69.92803314462464,,residential,,25 mph,,,,,,,
3547,Hudson Street,1178,1125,1,2201,,2201,-1,69.92803314462464,,residential,,25 mph,,,,,,,
3548,Wright Street,1127,1178,1,2202,,,1,92.65912548866503,,residential,,25 mph,,,,,,,
3549,Hudson Street,1176,1178,1,2203,,,1,29.321436800906906,,residential,,25 mph,,,,,,,
3550,Hudson Street,1178,1176,1,2203,,2203,-1,29.321436800906906,,residential,,25 mph,,,,,,,
3551,Land Boulevard,350,444,1,2204,,,1,186.98604091507963,,primary,,,4,,,,,,18.9
3552,Industrial Park Road,432,444,1,2206,,,1,76.16029007721403,,primary,,25 mph,4,,,,,,30.5
3553,Industrial Park Road,444,432,1,2206,,2206,-1,76.16029007721403,,primary,,25 mph,4,,,,,,30.5
3554,Cambridge Parkway,350,165,1,2207,,,1,684.1463064674471,,residential,,25 mph,2,,,,,,22.9
3555,Land Boulevard,116,165,1,2208,,,1,224.46921540562087,,primary,,35 mph,2,,,,,,18.9
3556,,166,165,1,2209,,,1,46.84378576351797,,primary_link,,,2,,,,,,12.2
3557,Huron Avenue,1099,1097,1,2210,,,1,36.35956019507394,,tertiary,,,2,,,,,,21.3
3558,Huron Avenue,1097,1099,1,2210,,2210,-1,36.35956019507394,,tertiary,,,2,,,,,,21.3
3559,Standish Street,1099,1121,1,2212,,,1,70.22737138957888,,residential,,25 mph,1,,,,,,12.2
3560,Malcolm Road,1121,1177,1,2213,,2213,-1,103.77271215798349,,residential,,25 mph,2,,,,,,12.2
3561,Malcolm Road,1177,1121,1,2213,,,1,103.77271215798349,,residential,,25 mph,2,,,,,,12.2
3562,Mason Street,884,898,1,2214,,,1,59.38814635806384,,tertiary,,,1,,,,,,16.5
3563,Ash Street,846,898,1,2215,,,1,95.18395008158618,,residential,,25 mph,1,,,,,,10.7
3564,Brattle Street,898,947,1,2216,,2216,-1,99.73041100380257,,tertiary,,,"['2', '3']",,,,,,16.2
3565,Brattle Street,947,898,1,2216,,,1,99.73041100380257,,tertiary,,,"['2', '3']",,,,,,16.2
3566,Brattle Street,974,898,1,2217,,,1,106.78570080576495,,tertiary,,25 mph,1,,,,,,17.7
3567,Brattle Street,1006,1007,1,2218,,,1,24.34686343985686,,tertiary,,,3,,,,,,16.2
3568,Brattle Street,1007,1006,1,2218,,2218,-1,24.34686343985686,,tertiary,,,3,,,,,,16.2
3569,Sparks Street,1069,1007,1,2219,,,1,129.92055859118156,,tertiary,,25 mph,1,,,,,,12.8
3570,Brattle Street,1612,1007,1,2220,,,1,119.60162780050965,,tertiary,,,2,,,,,,16.2
3571,Brattle Street,1007,1612,1,2220,,2220,-1,119.60162780050965,,tertiary,,,2,,,,,,16.2
3572,,986,1007,1,2221,,,1,47.62874171572237,,tertiary_link,,,,,,,,,
3573,,1006,986,1,2222,,,1,32.78507909503941,,tertiary_link,,,,,,,,,
3574,Craigie Street,991,986,1,2223,,,1,50.44766784575964,,tertiary,,,2,,,,,,
3575,Craigie Street,986,991,1,2223,,2223,-1,50.44766784575964,,tertiary,,,2,,,,,,
3576,Dudley Court,1495,1485,1,2224,,,1,27.128084842411464,,residential,,,1,,,,,,4.3
3577,Dudley Court,1485,1495,1,2224,,2224,-1,27.128084842411464,,residential,,,1,,,,,,4.3
3578,Webster Avenue,355,385,1,2225,,,1,44.0817743595209,,residential,,25 mph,2,,,,,,15.2
3579,Webster Avenue,385,355,1,2225,,2225,-1,44.0817743595209,,residential,,25 mph,2,,,,,,15.2
3580,Webster Avenue,439,385,1,2226,,,1,69.183139846473,,residential,,25 mph,2,,,,,,15.2
3581,Webster Avenue,385,439,1,2226,,2226,-1,69.183139846473,,residential,,25 mph,2,,,,,,15.2
3582,Land Boulevard,453,321,1,2228,,,1,264.3291916019063,,primary,,,"['2', '4', '3']",,,,,,18.9
3583,Cambridgeside Place,322,321,1,2229,,,1,180.49620143631103,,tertiary,,,,,,,,,
3584,Cambridgeside Place,321,322,1,2229,,2229,-1,180.49620143631103,,tertiary,,,,,,,,,
3585,Land Boulevard,321,350,1,2230,,,1,124.96287011342675,,primary,,,3,,,,,,18.9
3586,Land Boulevard,165,279,1,2231,,,1,231.0602706659326,,primary,,,"['2', '5', '3']",,,,,,18.9
3587,Monsignor O'Brien Highway,563,587,1,2233,,,1,40.75853726749857,,trunk,,,3,,,,,,30.5
3588,Gore Street,585,587,1,2234,,,1,32.14481889260073,,tertiary,,,2,,,,,,15.2
3589,Gore Street,563,585,1,2235,,,1,28.21138504715804,,tertiary,,,2,,,,,,15.2
3590,Cambridgepark Drive,1453,1452,1,2238,,,1,100.4344244037175,,residential,,,2,,,,,,12.2
3591,Cambridgepark Place,1452,1462,1,2239,,,1,81.3738433543542,,residential,,,,,,,,,
3592,Cambridgepark Place,1462,1452,1,2239,,2239,-1,81.3738433543542,,residential,,,,,,,,,
3593,Cambridgepark Drive,1452,1453,1,2240,,,1,96.03843155576203,,residential,,,2,,,,,,12.2
3594,Cambridgepark Drive,1453,1454,1,2241,,,1,42.3220939347769,,residential,,,2,,,,,,12.2
3595,Alewife Brook Parkway,1466,1454,1,2243,,,1,48.844809848236586,,trunk,,,5,,,,,,18.3
3596,Alewife Brook Parkway,1454,1466,1,2243,,2243,-1,48.844809848236586,,trunk,,,5,,,,,,18.3
3597,,1453,1466,1,2244,,,1,69.28313491889949,,trunk_link,,,1,,,,,,
3598,Alewife Brook Parkway,1466,1454,1,2245,,2245,-1,48.844809848236586,,trunk,,,5,,,,,,18.3
3599,Alewife Brook Parkway,1454,1466,1,2245,,,1,48.844809848236586,,trunk,,,5,,,,,,18.3
3600,Davenport Street,1343,1372,1,2248,,2248,-1,111.1497156836805,,residential,,25 mph,2,,,,,,11.6
3601,Davenport Street,1372,1343,1,2248,,,1,111.1497156836805,,residential,,25 mph,2,,,,,,11.6
3602,Massachusetts Avenue,1376,1343,1,2249,,,1,84.3687532973791,,primary,,,2,,,,,,26.8
