road_link_id,name,from_node_id,to_node_id,link_geom_id,dir_flag,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,facility_type,grade,from_node,to_node,length,LinkType,Desc
104030 104059,SR-65,,,2882,1,1618,51,1,,,,,Highway,,104030,104059,2387,7,Highway
104031 103588,US-30,,,2883,1,2112,68,2,,,,,Freeway,,104031,103588,1754,1,Freeway
104032 104043,US-30,,,2884,1,2112,68,2,,,,,Freeway,,104032,104043,1216,1,Freeway
104032 104044,"",,,2885,1,1734,49,1,,,,,On-Ramp,,104032,104044,1729,3,On-Ramp
104033 104028,"",,,2886,1,1618,49,1,,,,,On-Ramp,,104033,104028,1677,3,On-Ramp
104033 104048,US-30,,,2887,1,2112,68,2,,,,,Freeway,,104033,104048,1812,1,Freeway
104034 104033,US-30,,,2888,1,1734,68,2,,,,,Freeway,,104034,104033,4544,1,Freeway
104035 104036,US-30,,,2889,1,2112,68,2,,,,,Freeway,,104035,104036,4684,1,Freeway
104036 104069,US-30,,,2890,1,2112,68,2,,,,,Freeway,,104036,104069,979,1,Freeway
104037 104026,"",,,2891,1,1734,49,1,,,,,On-Ramp,,104037,104026,1568,3,On-Ramp
104037 104042,US-30,,,2892,1,2112,68,2,,,,,Freeway,,104037,104042,1279,1,Freeway
104038 104037,US-30,,,2893,1,1734,68,2,,,,,Freeway,,104038,104037,8961,1,Freeway
104039 104040,US-30,,,2894,1,2112,68,2,,,,,Freeway,,104039,104040,8313,1,Freeway
104040 104046,"",,,2895,1,1618,49,1,,,,,On-Ramp,,104040,104046,1814,3,On-Ramp
104040 104047,US-30,,,2896,1,2112,68,2,,,,,Freeway,,104040,104047,1911,1,Freeway
104041 101910,West,,,2043,-1,1676,47,1,,,,,Arterial,,104041,101910,2783,5,Arterial
104041 104044,SR-115,,,2897,1,1734,48,1,,,,,Arterial,,104041,104044,531,5,Arterial
104042 104031,US-30,,,2898,1,2112,68,2,,,,,Freeway,,104042,104031,1549,1,Freeway
104043 104039,US-30,,,2899,1,2112,68,2,,,,,Freeway,,104043,104039,1536,1,Freeway
104044 104039,"",,,2900,1,1734,49,1,,,,,On-Ramp,,104044,104039,1158,3,On-Ramp
104044 104041,SR-115,,,2897,-1,1676,48,1,,,,,Arterial,,104044,104041,531,5,Arterial
104044 104045,SR-115,,,2901,1,1734,48,1,,,,,Arterial,,104044,104045,597,5,Arterial
104045 104026,SR-115,,,2877,-1,1734,48,1,,,,,Arterial,,104045,104026,558,5,Arterial
104045 104044,SR-115,,,2901,-1,1734,48,1,,,,,Arterial,,104045,104044,597,5,Arterial
104046 103833,Ottawa,,,2661,-1,1618,53,1,,,,,Highway,,104046,103833,1035,7,Highway
104046 104035,"",,,2902,1,2112,49,1,,,,,On-Ramp,,104046,104035,1910,3,On-Ramp
104046 104049,SR-65,,,2903,1,1618,53,1,,,,,Highway,,104046,104049,597,7,Highway
104047 104035,US-30,,,2904,1,2112,68,2,,,,,Freeway,,104047,104035,1659,1,Freeway
104048 104038,US-30,,,2905,1,2112,68,2,,,,,Freeway,,104048,104038,1493,1,Freeway
104049 104028,SR-65,,,2881,-1,1618,53,1,,,,,Highway,,104049,104028,570,7,Highway
104049 104046,SR-65,,,2903,-1,1618,53,1,,,,,Highway,,104049,104046,597,7,Highway
104050 299,"",,,709,-1,1800,25,1,,,,,HOT,,104050,299,4777,6,HOT
104050 103579,SR-115,,,2361,-1,1800,47,1,,,,,Arterial,,104050,103579,2605,5,Arterial
104050 104054,SR-115,,,2906,1,1734,47,1,,,,,Arterial,,104050,104054,5222,5,Arterial
104051 345,"",,,810,-1,1800,25,1,,,,,HOT,,104051,345,2857,6,HOT
104051 346,"",,,813,-1,1800,25,1,,,,,HOT,,104051,346,2983,6,HOT
104051 104197,NAPOLEON RD,,,2907,1,1618,44,1,,,,,Arterial,,104051,104197,3559,5,Arterial
104051 104261,NAPOLEON RD,,,2908,1,1618,46,1,,,,,Arterial,,104051,104261,3582,5,Arterial
104052 352,"",,,831,-1,1800,25,1,,,,,HOT,,104052,352,1099,6,HOT
104052 354,"",,,835,-1,1800,25,1,,,,,HOT,,104052,354,521,6,HOT
104052 103998,NAPOLEON RD,,,2833,-1,1618,29,1,,,,,Arterial,,104052,103998,710,5,Arterial
104052 104170,NAPOLEON RD,,,2909,1,1618,29,1,,,,,Arterial,,104052,104170,799,5,Arterial
104053 353,"",,,832,-1,1800,25,1,,,,,HOT,,104053,353,1547,6,HOT
104053 104001,PHILLIPS RD,,,2838,-1,1560,39,1,,,,,Arterial,,104053,104001,2645,5,Arterial
104053 104166,PHILLIPS RD,,,2910,1,1560,39,1,,,,,Arterial,,104053,104166,2661,5,Arterial
104054 104027,SR-115,,,2878,-1,1734,46,1,,,,,Arterial,,104054,104027,534,5,Arterial
104054 104050,SR-115,,,2906,-1,1676,47,1,,,,,Arterial,,104054,104050,5222,5,Arterial
104054 104055,LINCOLN HWY,,,2911,1,1800,48,1,,,,,Arterial,,104054,104055,7894,5,Arterial
104054 104056,LINCOLN HWY,,,2912,1,1734,48,1,,,,,Arterial,,104054,104056,583,5,Arterial
104055 299,"",,,710,-1,1800,25,1,,,,,HOT,,104055,299,5977,6,HOT
104055 305,"",,,723,-1,1800,25,1,,,,,HOT,,104055,305,17569,6,HOT
104055 104054,LINCOLN HWY,,,2911,-1,1734,48,1,,,,,Arterial,,104055,104054,7894,5,Arterial
104055 104058,LINCOLN HWY,,,2913,1,1800,48,1,,,,,Arterial,,104055,104058,2627,5,Arterial
104056 103582,LINCOLN HWY,,,2369,-1,1734,48,1,,,,,Arterial,,104056,103582,2239,5,Arterial
104056 104054,LINCOLN HWY,,,2912,-1,1481,48,1,,,,,Arterial,,104056,104054,583,5,Arterial
104057 355,"",,,838,-1,1800,25,1,,,,,HOT,,104057,355,3704,6,HOT
104057 378,"",,,892,-1,1800,25,1,,,,,HOT,,104057,378,4654,6,HOT
104057 100153,Cool,,,1244,-1,1734,37,1,,,,,Arterial,,104057,100153,3374,5,Arterial
104057 100158,Cool,,,1252,-1,1560,35,1,,,,,Arterial,,104057,100158,3391,5,Arterial
104058 301,"",,,712,-1,1800,25,1,,,,,HOT,,104058,301,2612,6,HOT
104058 104055,LINCOLN HWY,,,2913,-1,1800,48,1,,,,,Arterial,,104058,104055,2627,5,Arterial
104058 104060,LINCOLN HWY,,,2914,1,1491,48,1,,,,,Arterial,,104058,104060,2123,5,Arterial
104059 301,"",,,713,-1,1800,25,1,,,,,HOT,,104059,301,2910,6,HOT
104059 104010,SR-65,,,2853,-1,1618,53,1,,,,,Highway,,104059,104010,2754,7,Highway
104059 104030,SR-65,,,2882,-1,1618,51,1,,,,,Highway,,104059,104030,2387,7,Highway
104060 104020,LINCOLN HWY,,,2869,-1,1734,31,2,,,,,Arterial,,104060,104020,402,5,Arterial
104060 104058,LINCOLN HWY,,,2914,-1,1734,48,1,,,,,Arterial,,104060,104058,2123,5,Arterial
104061 357,"",,,843,-1,1800,25,1,,,,,HOT,,104061,357,2703,6,HOT
104061 104109,SR-309,,,2915,1,1734,55,1,,,,,Highway,,104061,104109,2193,7,Highway
104061 104139,SR-309,,,2916,1,1734,55,1,,,,,Highway,,104061,104139,1948,7,Highway
104062 372,"",,,882,-1,1800,25,1,,,,,HOT,,104062,372,5546,6,HOT
104062 104063,NAPOLEON RD,,,2917,1,1618,46,1,,,,,Arterial,,104062,104063,8014,5,Arterial
104062 104106,NAPOLEON RD,,,2918,1,1800,46,1,,,,,Arterial,,104062,104106,2006,5,Arterial
104063 373,"",,,885,-1,1800,25,1,,,,,HOT,,104063,373,973,6,HOT
104063 103524,NAPOLEON RD,,,2270,-1,1481,46,1,,,,,Arterial,,104063,103524,572,5,Arterial
104063 104062,NAPOLEON RD,,,2917,-1,1800,46,1,,,,,Arterial,,104063,104062,8014,5,Arterial
104064 104068,US-30,,,2919,1,2112,68,2,,,,,Freeway,,104064,104068,1103,1,Freeway
104065 104008,US-30,,,2920,1,1618,68,2,,,,,Freeway,,104065,104008,6594,1,Freeway
104066 100136,Slabtown,,,1204,-1,1618,47,1,,,,,Arterial,,104066,100136,1712,5,Arterial
104066 104072,SLABTOWN RD,,,2921,1,1734,48,1,,,,,Arterial,,104066,104072,913,5,Arterial
104067 104034,US-30,,,2922,1,2112,68,2,,,,,Freeway,,104067,104034,805,1,Freeway
104068 104067,US-30,,,2923,1,2112,68,2,,,,,Freeway,,104068,104067,3397,1,Freeway
104069 104070,US-30,,,2924,1,2112,68,2,,,,,Freeway,,104069,104070,2746,1,Freeway
104070 104065,US-30,,,2925,1,2112,68,2,,,,,Freeway,,104070,104065,1584,1,Freeway
104071 100134,Stewart,,,1201,-1,1618,39,1,,,,,Arterial,,104071,100134,2514,5,Arterial
104071 104012,STEWART RD,,,2857,-1,1734,39,1,,,,,Arterial,,104071,104012,952,5,Arterial
104072 104022,SLABTOWN RD,,,2871,-1,1734,48,1,,,,,Arterial,,104072,104022,990,5,Arterial
104072 104066,SLABTOWN RD,,,2921,-1,1734,48,1,,,,,Arterial,,104072,104066,913,5,Arterial
104073 311,"",,,739,-1,1800,25,1,,,,,HOT,,104073,311,1534,6,HOT
104073 103413,MAYBERRY RD,,,2227,-1,1618,37,1,,,,,Arterial,,104073,103413,2123,5,Arterial
104073 104008,MAYBERRY RD,,,2850,-1,1618,37,1,,,,,Arterial,,104073,104008,349,5,Arterial
104074 279,"",,,676,-1,1800,25,1,,,,,HOT,,104074,279,1299,6,HOT
104074 103819,SHUTHOFF ST,,,2654,-1,1676,32,1,,,,,Highway,,104074,103819,527,7,Highway
104074 103820,SHUTHOFF ST,,,2656,-1,1421,32,1,,,,,Highway,,104074,103820,756,7,Highway
104075 304,"",,,719,-1,1800,25,1,,,,,HOT,,104075,304,5814,6,HOT
104075 310,"",,,737,-1,1800,25,1,,,,,HOT,,104075,310,5920,6,HOT
104075 104023,SLABTOWN RD,,,2872,-1,1676,46,1,,,,,Arterial,,104075,104023,5258,5,Arterial
104075 104080,SLABTOWN RD,,,2926,1,1502,46,1,,,,,Arterial,,104075,104080,5310,5,Arterial
104076 103979,MAYBERRY RD,,,2803,-1,1800,37,1,,,,,Arterial,,104076,103979,2621,5,Arterial
104076 103996,MAYBERRY RD,,,2828,-1,1560,37,1,,,,,Arterial,,104076,103996,2642,5,Arterial
104077 306,"",,,724,-1,1800,25,1,,,,,HOT,,104077,306,2895,6,HOT
104077 103557,SLABTOWN RD,,,2323,-1,1560,46,1,,,,,Arterial,,104077,103557,2637,5,Arterial
104077 104081,SLABTOWN RD,,,2927,1,1618,46,1,,,,,Arterial,,104077,104081,3112,5,Arterial
104078 103549,MAYBERRY RD,,,2311,-1,1560,37,1,,,,,Arterial,,104078,103549,2633,5,Arterial
104078 103979,MAYBERRY RD,,,2804,-1,1560,37,1,,,,,Arterial,,104078,103979,2667,5,Arterial
104079 104080,SLABTOWN RD,,,2928,1,1560,46,1,,,,,Arterial,,104079,104080,2623,5,Arterial
104079 104081,SLABTOWN RD,,,2929,1,1800,46,1,,,,,Arterial,,104079,104081,2110,5,Arterial
104080 103996,HILLVILLE RD,,,2829,-1,1502,41,1,,,,,Arterial,,104080,103996,6609,5,Arterial
104080 104075,SLABTOWN RD,,,2926,-1,1560,46,1,,,,,Arterial,,104080,104075,5310,5,Arterial
104080 104079,SLABTOWN RD,,,2928,-1,1560,46,1,,,,,Arterial,,104080,104079,2623,5,Arterial
104080 104082,HILLVILLE RD,,,2930,1,1502,17,1,,,,,Arterial,,104080,104082,5330,5,Arterial
104081 308,"",,,730,-1,1800,25,1,,,,,HOT,,104081,308,5763,6,HOT
104081 104077,SLABTOWN RD,,,2927,-1,1618,46,1,,,,,Arterial,,104081,104077,3112,5,Arterial
104081 104079,SLABTOWN RD,,,2929,-1,1560,46,1,,,,,Arterial,,104081,104079,2110,5,Arterial
104082 304,"",,,720,-1,1800,25,1,,,,,HOT,,104082,304,5871,6,HOT
104082 104025,HILLVILLE RD,,,2874,-1,1502,17,1,,,,,Arterial,,104082,104025,1819,5,Arterial
104082 104080,HILLVILLE RD,,,2930,-1,1618,17,1,,,,,Arterial,,104082,104080,5330,5,Arterial
104083 306,"",,,725,-1,1800,25,1,,,,,HOT,,104083,306,2837,6,HOT
104083 104015,SR-65,,,2860,-1,1618,53,1,,,,,Highway,,104083,104015,2727,7,Highway
104083 104017,SR-65,,,2865,-1,1618,53,1,,,,,Highway,,104083,104017,2637,7,Highway
104084 103564,SR-65,,,2335,-1,1618,55,1,,,,,Highway,,104084,103564,1279,7,Highway
104084 104015,SR-65,,,2861,-1,1618,53,1,,,,,Highway,,104084,104015,100,7,Highway
104086 371,"",,,879,-1,1800,25,1,,,,,HOT,,104086,371,5366,6,HOT
104086 104094,PHILLIPS RD,,,2931,1,1800,37,1,,,,,Arterial,,104086,104094,2650,5,Arterial
104086 104149,PHILLIPS RD,,,2932,1,1800,37,1,,,,,Arterial,,104086,104149,5291,5,Arterial
104087 100661,SR-117,,,1673,-1,1800,35,1,,,,,Arterial,,104087,100661,1684,5,Arterial
104087 104088,BRENTLINGER R,,,2933,1,1800,37,1,,,,,Arterial,,104087,104088,6477,5,Arterial
104087 104119,SR-117,,,2934,1,1548,34,1,,,,,Arterial,,104087,104119,860,5,Arterial
104088 365,"",,,865,-1,1800,25,1,,,,,HOT,,104088,365,2715,6,HOT
104088 104087,BRENTLINGER R,,,2933,-1,1618,37,1,,,,,Arterial,,104088,104087,6477,5,Arterial
104088 104141,BRENTLINGER R,,,2935,1,1560,37,1,,,,,Arterial,,104088,104141,1334,5,Arterial
104089 364,"",,,859,-1,1800,25,1,,,,,HOT,,104089,364,5781,6,HOT
104089 371,"",,,880,-1,1800,25,1,,,,,HOT,,104089,371,5209,6,HOT
104089 104090,JOHNSTON RD,,,2936,1,1618,37,1,,,,,Arterial,,104089,104090,5576,5,Arterial
104089 104128,FAULKNER RD,,,2937,1,1800,39,1,,,,,Arterial,,104089,104128,1945,5,Arterial
104090 104089,JOHNSTON RD,,,2936,-1,1800,37,1,,,,,Arterial,,104090,104089,5576,5,Arterial
104090 104091,HARROD RD,,,2938,1,1800,37,1,,,,,Arterial,,104090,104091,1322,5,Arterial
104091 364,"",,,860,-1,1800,25,1,,,,,HOT,,104091,364,3548,6,HOT
104091 104090,HARROD RD,,,2938,-1,1618,37,1,,,,,Arterial,,104091,104090,1322,5,Arterial
104091 104092,HARROD RD,,,2939,1,1618,35,1,,,,,Arterial,,104091,104092,5301,5,Arterial
104092 104091,HARROD RD,,,2939,-1,1618,35,1,,,,,Arterial,,104092,104091,5301,5,Arterial
104092 104094,PHILLIPS RD,,,2940,1,1800,39,1,,,,,Arterial,,104092,104094,6613,5,Arterial
104092 104101,PHILLIPS RD,,,2941,1,1618,39,1,,,,,Arterial,,104092,104101,3982,5,Arterial
104092 104162,HARROD RD,,,2942,1,1800,37,1,,,,,Arterial,,104092,104162,2311,5,Arterial
104094 362,"",,,854,-1,1800,25,1,,,,,HOT,,104094,362,3989,6,HOT
104094 364,"",,,861,-1,1800,25,1,,,,,HOT,,104094,364,5031,6,HOT
104094 104086,PHILLIPS RD,,,2931,-1,1800,37,1,,,,,Arterial,,104094,104086,2650,5,Arterial
104094 104092,PHILLIPS RD,,,2940,-1,1560,39,1,,,,,Arterial,,104094,104092,6613,5,Arterial
104096 103510,AGLER RD,,,2248,-1,1618,42,1,,,,,Arterial,,104096,103510,5268,5,Arterial
104096 104106,NAPOLEON RD,,,2943,1,1800,46,1,,,,,Arterial,,104096,104106,8546,5,Arterial
104096 104111,NAPOLEON RD,,,2944,1,1800,29,1,,,,,Arterial,,104096,104111,1065,5,Arterial
104096 104425,AGLER RD,,,2945,1,1618,37,1,,,,,Arterial,,104096,104425,79,5,Arterial
104098 103986,RESERVOIR RD,,,2811,-1,1800,44,1,,,,,Arterial,,104098,103986,3965,5,Arterial
104098 103988,RUMBAUGH RD,,,2815,-1,1560,37,1,,,,,Arterial,,104098,103988,2589,5,Arterial
104098 104099,RESERVOIR RD,,,2946,1,1618,44,1,,,,,Arterial,,104098,104099,5177,5,Arterial
104098 104146,RUMBAUGH RD,,,2947,1,1560,37,1,,,,,Arterial,,104098,104146,102,5,Arterial
104099 104098,RESERVOIR RD,,,2946,-1,1618,44,1,,,,,Arterial,,104099,104098,5177,5,Arterial
104099 104166,RESERVOIR RD,,,2948,1,1560,46,1,,,,,Arterial,,104099,104166,1406,5,Arterial
104099 104167,NAPOLEON RD,,,2949,1,1734,46,1,,,,,Arterial,,104099,104167,2841,5,Arterial
104099 104168,NAPOLEON RD,,,2950,1,1800,48,1,,,,,Arterial,,104099,104168,4660,5,Arterial
104100 104101,CLUM RD,,,2951,1,1560,41,1,,,,,Arterial,,104100,104101,5296,5,Arterial
104100 104143,CLUM RD,,,2952,1,1800,39,1,,,,,Arterial,,104100,104143,2662,5,Arterial
104101 104092,PHILLIPS RD,,,2941,-1,1618,39,1,,,,,Arterial,,104101,104092,3982,5,Arterial
104101 104100,CLUM RD,,,2951,-1,1560,41,1,,,,,Arterial,,104101,104100,5296,5,Arterial
104101 104110,PHILLIPS RD,,,2953,1,1618,39,1,,,,,Arterial,,104101,104110,5355,5,Arterial
104101 104158,CLUM RD,,,2954,1,1560,41,1,,,,,Arterial,,104101,104158,3150,5,Arterial
104102 369,"",,,874,-1,1800,25,1,,,,,HOT,,104102,369,2036,6,HOT
104102 370,"",,,876,-1,1800,25,1,,,,,HOT,,104102,370,4028,6,HOT
104102 104103,MADDEN RD,,,2955,1,1560,39,1,,,,,Arterial,,104102,104103,5261,5,Arterial
104102 104121,MADDEN RD,,,2956,1,1502,39,1,,,,,Arterial,,104102,104121,3978,5,Arterial
104103 104102,MADDEN RD,,,2955,-1,1800,39,1,,,,,Arterial,,104103,104102,5261,5,Arterial
104103 104108,SR-117,,,2957,1,1800,48,1,,,,,Arterial,,104103,104108,8541,5,Arterial
104103 104148,SR-117,,,2958,1,1734,48,1,,,,,Arterial,,104103,104148,2430,5,Arterial
104104 369,"",,,875,-1,1800,25,1,,,,,HOT,,104104,369,1057,6,HOT
104104 104105,AMHERST RD,,,2959,1,1481,34,1,,,,,Arterial,,104104,104105,6609,5,Arterial
104104 104123,AMHERST RD,,,2960,1,1560,34,1,,,,,Arterial,,104104,104123,4388,5,Arterial
104105 103584,SR-117,,,2372,-1,1800,48,1,,,,,Arterial,,104105,103584,3129,5,Arterial
104105 104104,AMHERST RD,,,2959,-1,1800,34,1,,,,,Arterial,,104105,104104,6609,5,Arterial
104105 104148,SR-117,,,2961,1,1734,48,1,,,,,Arterial,,104105,104148,730,5,Arterial
104105 104151,AMHERST RD,,,2962,1,1800,39,1,,,,,Arterial,,104105,104151,4743,5,Arterial
104106 361,"",,,852,-1,1800,25,1,,,,,HOT,,104106,361,7948,6,HOT
104106 362,"",,,855,-1,1800,25,1,,,,,HOT,,104106,362,6916,6,HOT
104106 104062,NAPOLEON RD,,,2918,-1,1618,46,1,,,,,Arterial,,104106,104062,2006,5,Arterial
104106 104096,NAPOLEON RD,,,2943,-1,1481,46,1,,,,,Arterial,,104106,104096,8546,5,Arterial
104108 370,"",,,877,-1,1800,25,1,,,,,HOT,,104108,370,2978,6,HOT
104108 371,"",,,881,-1,1800,25,1,,,,,HOT,,104108,371,2612,6,HOT
104108 104103,SR-117,,,2957,-1,1734,48,1,,,,,Arterial,,104108,104103,8541,5,Arterial
104108 104127,SR-117,,,2963,1,1734,48,1,,,,,Arterial,,104108,104127,5710,5,Arterial
104109 104061,SR-309,,,2915,-1,1800,55,1,,,,,Highway,,104109,104061,2193,7,Highway
104109 104110,SR-309,,,2964,1,1734,55,1,,,,,Highway,,104109,104110,6481,7,Highway
104109 104146,RUMBAUGH RD,,,2965,1,1618,35,1,,,,,Arterial,,104109,104146,5224,5,Arterial
104110 104101,PHILLIPS RD,,,2953,-1,1618,39,1,,,,,Arterial,,104110,104101,5355,5,Arterial
104110 104109,SR-309,,,2964,-1,1734,55,1,,,,,Highway,,104110,104109,6481,7,Highway
104110 104160,SR-309,,,2966,1,1734,55,1,,,,,Highway,,104110,104160,897,7,Highway
104111 360,"",,,849,-1,1800,25,1,,,,,HOT,,104111,360,1227,6,HOT
104111 104096,NAPOLEON RD,,,2944,-1,1618,29,1,,,,,Arterial,,104111,104096,1065,5,Arterial
104111 104424,NAPOLEON RD,,,2967,1,1491,29,2,,,,,Arterial,,104111,104424,632,5,Arterial
104112 367,"",,,869,-1,1800,25,1,,,,,HOT,,104112,367,1116,6,HOT
104112 104115,SR-117,,,2968,1,1676,35,1,,,,,Arterial,,104112,104115,693,5,Arterial
104112 104130,SR-117,,,2969,1,1676,34,1,,,,,Arterial,,104112,104130,169,5,Arterial
104113 104118,SR-196,,,2970,1,1800,47,1,,,,,Arterial,,104113,104118,4176,5,Arterial
104113 104121,SR-196,,,2971,1,1560,48,1,,,,,Arterial,,104113,104121,1110,5,Arterial
104114 103978,CREPS RD,,,2802,-1,1560,34,1,,,,,Arterial,,104114,103978,2833,5,Arterial
104114 104115,CREPS RD,,,2972,1,1502,34,1,,,,,Arterial,,104114,104115,7631,5,Arterial
104115 104112,SR-117,,,2968,-1,1676,35,1,,,,,Arterial,,104115,104112,693,5,Arterial
104115 104114,CREPS RD,,,2972,-1,1502,34,1,,,,,Arterial,,104115,104114,7631,5,Arterial
104115 104127,SR-117,,,2973,1,1676,47,1,,,,,Arterial,,104115,104127,1208,5,Arterial
104116 103563,MADDEN RD,,,2332,-1,1800,39,1,,,,,Arterial,,104116,103563,4139,5,Arterial
104116 103981,KERR RD,,,2806,-1,1618,37,1,,,,,Arterial,,104116,103981,2802,5,Arterial
104116 104124,KERR RD,,,2974,1,1618,37,1,,,,,Arterial,,104116,104124,2206,5,Arterial
104118 370,"",,,878,-1,1800,25,1,,,,,HOT,,104118,370,3385,6,HOT
104118 104113,SR-196,,,2970,-1,1676,47,1,,,,,Arterial,,104118,104113,4176,5,Arterial
104118 104127,SR-196,,,2975,1,1676,47,1,,,,,Arterial,,104118,104127,5533,5,Arterial
104119 103415,MCPHERON RD,,,2228,-1,1800,39,1,,,,,Arterial,,104119,103415,2226,5,Arterial
104119 104087,SR-117,,,2934,-1,1676,34,1,,,,,Arterial,,104119,104087,860,5,Arterial
104119 104133,SR-117,,,2976,1,1800,34,1,,,,,Arterial,,104119,104133,377,5,Arterial
104121 103563,MADDEN RD,,,2333,-1,1502,39,1,,,,,Arterial,,104121,103563,2734,5,Arterial
104121 104102,MADDEN RD,,,2956,-1,1800,39,1,,,,,Arterial,,104121,104102,3978,5,Arterial
104121 104113,SR-196,,,2971,-1,1734,48,1,,,,,Arterial,,104121,104113,1110,5,Arterial
104121 104125,SR-196,,,2977,1,1800,48,1,,,,,Arterial,,104121,104125,1088,5,Arterial
104122 103583,AMHERST RD,,,2370,-1,1560,34,1,,,,,Arterial,,104122,103583,2605,5,Arterial
104122 104124,AMHERST RD,,,2978,1,1560,32,1,,,,,Arterial,,104122,104124,1994,5,Arterial
104123 103583,AMHERST RD,,,2371,-1,1560,34,1,,,,,Arterial,,104123,103583,2547,5,Arterial
104123 103585,SR-196,,,2373,-1,1800,47,1,,,,,Arterial,,104123,103585,2656,5,Arterial
104123 104104,AMHERST RD,,,2960,-1,1560,34,1,,,,,Arterial,,104123,104104,4388,5,Arterial
104123 104125,SR-196,,,2979,1,1734,47,1,,,,,Arterial,,104123,104125,1554,5,Arterial
104124 103983,AMHERST RD,,,2808,-1,1800,32,1,,,,,Arterial,,104124,103983,3314,5,Arterial
104124 104116,KERR RD,,,2974,-1,1618,37,1,,,,,Arterial,,104124,104116,2206,5,Arterial
104124 104122,AMHERST RD,,,2978,-1,1560,32,1,,,,,Arterial,,104124,104122,1994,5,Arterial
104125 368,"",,,873,-1,1800,25,1,,,,,HOT,,104125,368,2598,6,HOT
104125 104121,SR-196,,,2977,-1,1734,48,1,,,,,Arterial,,104125,104121,1088,5,Arterial
104125 104123,SR-196,,,2979,-1,1481,47,1,,,,,Arterial,,104125,104123,1554,5,Arterial
104127 104108,SR-117,,,2963,-1,1800,48,1,,,,,Arterial,,104127,104108,5710,5,Arterial
104127 104115,SR-117,,,2973,-1,1676,47,1,,,,,Arterial,,104127,104115,1208,5,Arterial
104127 104118,SR-196,,,2975,-1,1676,47,1,,,,,Arterial,,104127,104118,5533,5,Arterial
104128 366,"",,,866,-1,1800,25,1,,,,,HOT,,104128,366,556,6,HOT
104128 104089,FAULKNER RD,,,2937,-1,1800,39,1,,,,,Arterial,,104128,104089,1945,5,Arterial
104128 104131,FAULKNER RD,,,2980,1,1560,39,1,,,,,Arterial,,104128,104131,336,5,Arterial
104130 104112,SR-117,,,2969,-1,1800,34,1,,,,,Arterial,,104130,104112,169,5,Arterial
104130 104131,FAULKNER RD,,,2981,1,1560,39,1,,,,,Arterial,,104130,104131,353,5,Arterial
104130 104133,SR-117,,,2982,1,1800,34,1,,,,,Arterial,,104130,104133,349,5,Arterial
104131 104128,FAULKNER RD,,,2980,-1,1560,39,1,,,,,Arterial,,104131,104128,336,5,Arterial
104131 104130,FAULKNER RD,,,2981,-1,1560,39,1,,,,,Arterial,,104131,104130,353,5,Arterial
104133 366,"",,,867,-1,1800,25,1,,,,,HOT,,104133,366,568,6,HOT
104133 367,"",,,870,-1,1800,25,1,,,,,HOT,,104133,367,1044,6,HOT
104133 104119,SR-117,,,2976,-1,1676,34,1,,,,,Arterial,,104133,104119,377,5,Arterial
104133 104130,SR-117,,,2982,-1,1676,34,1,,,,,Arterial,,104133,104130,349,5,Arterial
104138 103502,CLUM RD,,,2236,-1,1560,41,1,,,,,Arterial,,104138,103502,2694,5,Arterial
104138 104139,BRENTLINGER R,,,2983,1,1560,37,1,,,,,Arterial,,104138,104139,5268,5,Arterial
104138 104141,BRENTLINGER R,,,2984,1,1560,37,1,,,,,Arterial,,104138,104141,68,5,Arterial
104138 104143,CLUM RD,,,2985,1,1560,41,1,,,,,Arterial,,104138,104143,2656,5,Arterial
104139 104061,SR-309,,,2916,-1,1734,55,1,,,,,Highway,,104139,104061,1948,7,Highway
104139 104138,BRENTLINGER R,,,2983,-1,1560,37,1,,,,,Arterial,,104139,104138,5268,5,Arterial
104139 104140,SR-309,,,2986,1,1800,55,1,,,,,Highway,,104139,104140,2476,7,Highway
104140 356,"",,,842,-1,1800,25,1,,,,,HOT,,104140,356,3168,6,HOT
104140 100164,Harding,,,1258,-1,1734,55,1,,,,,Highway,,104140,100164,2597,7,Highway
104140 104139,SR-309,,,2986,-1,1734,55,1,,,,,Highway,,104140,104139,2476,7,Highway
104141 104088,BRENTLINGER R,,,2935,-1,1618,37,1,,,,,Arterial,,104141,104088,1334,5,Arterial
104141 104138,BRENTLINGER R,,,2984,-1,1560,37,1,,,,,Arterial,,104141,104138,68,5,Arterial
104143 357,"",,,844,-1,1800,25,1,,,,,HOT,,104143,357,2716,6,HOT
104143 104100,CLUM RD,,,2952,-1,1560,39,1,,,,,Arterial,,104143,104100,2662,5,Arterial
104143 104138,CLUM RD,,,2985,-1,1560,41,1,,,,,Arterial,,104143,104138,2656,5,Arterial
104146 104098,RUMBAUGH RD,,,2947,-1,1560,37,1,,,,,Arterial,,104146,104098,102,5,Arterial
104146 104109,RUMBAUGH RD,,,2965,-1,1618,35,1,,,,,Arterial,,104146,104109,5224,5,Arterial
104148 104103,SR-117,,,2958,-1,1734,48,1,,,,,Arterial,,104148,104103,2430,5,Arterial
104148 104105,SR-117,,,2961,-1,1560,48,1,,,,,Arterial,,104148,104105,730,5,Arterial
104148 104149,PHILLIPS RD,,,2987,1,1560,35,1,,,,,Arterial,,104148,104149,4688,5,Arterial
104149 372,"",,,883,-1,1800,25,1,,,,,HOT,,104149,372,5247,6,HOT
