link_geometry_id,name,facility_type,grade,geometry,length,row_width,jurisdiction
2676,US-30,Freeway,0,"LINESTRING(1469059.126 1040990.95,1469132 1040899,1469201 1040808,1469269 1040718,1469334 1040631,1469399 1040545,1469464 1040461,1469528 1040380,1469592 1040300,1469655 1040223,1469719 1040147,1469782 1040074,1469844 1040003,1469907 1039933,1469969 1039866,1470031 1039801,1470092 1039738,1470153 1039677,1470214 1039618,1470274 1039561,1470336 1039506,1470400 1039451,1470465 1039398,1470533 1039345,1470603 1039293,1470675 1039241,1470749 1039191,1470825 1039141,1470904 1039092,1470984 1039044,1471067 1038997,1471151 1038951,1471238 1038905,1471327 1038861,1471418.59 1038817.003)",3208,,
2677,US-30,Freeway,0,"LINESTRING(1471418.59 1038817.003,1471510 1038779,1471606 1038745,1471703 1038713,1471803 1038683,1471903 1038656,1472004 1038631,1472108 1038609,1472213 1038588,1472319 1038570,1472426 1038555,1472536 1038542,1472646 1038531,1472758 1038523,1472872 1038517,1472989.159 1038514.617)",1599,,
2678,SR-309,On-Ramp,0,"LINESTRING(1471418.59 1038817.003,1471509 1038771,1471596 1038728,1471678 1038685,1471755 1038645,1471828 1038605,1471894 1038568,1471956 1038531,1472013 1038496,1472064 1038463,1472111 1038431,1472152 1038401,1472188 1038371,1472219 1038344,1472245 1038318,1472266 1038293,1472284 1038268,1472302 1038241,1472319 1038211,1472336 1038178,1472353 1038143,1472369 1038105,1472385 1038066,1472401 1038023,1472416 1037978,1472431 1037931,1472445 1037882,1472460 1037830,1472474 1037775,1472487 1037718,1472500 1037658,1472513 1037594,1472524 1037523,1472535 1037445,1472544 1037361,1472553 1037269,1472560 1037171,1472567 1037066,1472573 1036954,1472578 1036835,1472582 1036709,1472585 1036577,1472587 1036438,1472588 1036291,1472588 1036138,1472581.132 1036183.984)",2878,,
2679,US-30,Freeway,0,"LINESTRING(1472989.159 1038514.617,1475376.698 1038477.957)",2387,,
2680,"",On-Ramp,0,"LINESTRING(1468853.341 1042037.192,1468837 1042199,1468816 1042258,1468780 1042324,1468725 1042386,1468670 1042419,1468598 1042441,1468528 1042450,1468416 1042462,1468292 1042480,1468208 1042501,1468133 1042526,1468039 1042580,1467935 1042659,1467599.934 1043042.09)",1606,,
2681,LINCOLN HWY,Highway,0,"LINESTRING(1468853.341 1042037.192,1468469.195 1042039.774)",384,,
2682,"",On-Ramp,0,"LINESTRING(1467757.174 1042048.932,1467767 1041988,1467790 1041918,1467817 1041858,1467854 1041807,1467903 1041762,1467955 1041730,1468021 1041705,1468207 1041673,1468315 1041651,1468389 1041628,1468467 1041595,1468525 1041559,1469059.126 1040990.95)",1677,,
2683,LINCOLN HWY,Highway,0,"LINESTRING(1467757.174 1042048.932,1468137.184 1042047.15)",380,,
2684,LINCOLN HWY,Arterial,0,"LINESTRING(1529673.329 1035427.598,1528220.131 1035437.12)",1453,,
2685,LINCOLN HWY,Arterial,0,"LINESTRING(1529673.329 1035427.598,1531937.26 1035416.012)",2263,,
2686,SR-696,Arterial,0,"LINESTRING(1560050.379 1042457.469,1560088.583 1045892.851)",3435,,
2687,SR-696,Arterial,0,"LINESTRING(1560050.379 1042457.469,1560015.929 1036589.474)",5868,,
2688,LINCOLN HWY,Arterial,0,"LINESTRING(1468137.184 1042047.15,1468469.195 1042039.774)",332,,
2689,DEFIANCE TRL,Arterial,0,"LINESTRING(1473408.193 1040912.777,1473098 1040546,1472736 1039981,1472692 1039845,1472703 1039734,1472732 1039596,1472832 1039175,1472832.557 1039174.926)",1830,,
2690,FORT AMANDA R,Arterial,0,"LINESTRING(1480003.959 983112.75,1481113.465 983098.438)",1109,,
2691,FT AMANDA RD,Arterial,0,"LINESTRING(1482676.51 983494.5,1485351.91 984230)",2774,,
2692,FT AMANDA RD,Arterial,0,"LINESTRING(1482676.51 983494.5,1482286 983392,1481288 983136,1481113.465 983098.438)",1612,,
2693,SR-117,Arterial,0,"LINESTRING(1482804.612 992242.25,1483283 992163,1484040 992068,1484324 992042,1484857 992126,1485417.216 992229.25)",2612,,
2694,FT AMANDA RD,Arterial,0,"LINESTRING(1488011.619 984922.688,1485351.91 984230)",2748,,
2695,SR-117,Arterial,0,"LINESTRING(1488093.616 992751.75,1485417.216 992229.25)",2726,,
2696,GRUBB RD,Arterial,0,"LINESTRING(1485351.91 984230,1485342.198 983021.938)",1208,,
2697,GRUBB RD,Arterial,0,"LINESTRING(1485417.216 992229.25,1485526.069 998832.875)",6604,,
2698,GRUBB RD,Arterial,0,"LINESTRING(1485526.069 998832.875,1485546 998852,1485587.45 1006796.669)",7964,,
2699,AGERTER RD,Arterial,0,"LINESTRING(1485526.069 998832.875,1482860.659 998861.125)",2665,,
2700,SR-81,Arterial,0,"LINESTRING(1485587.45 1006796.669,1484895 1006776,1483562 1006796,1481628.026 1006789.209)",3959,,
2701,RIDGE RD,Arterial,0,"LINESTRING(1480551.368 1033292.312,1480553 1033292,1480555 1033292,1481008 1033296,1481125 1033291,1481213 1033293,1481330 1033304,1481602 1033440,1481878 1033581,1482190 1033690,1482686 1033791,1482950 1033833,1483205.093 1033877.423)",2717,,
2702,REDD RD,Arterial,0,"LINESTRING(1480551.368 1033292.312,1480504.871 1030655.342)",2637,,
2703,HUFFER RD,Arterial,0,"LINESTRING(1483270.868 1038048.948,1483273 1038158,1483276.307 1038357.575)",308,,
2704,LEATHERWOOD R,Arterial,0,"LINESTRING(1489852.267 1033201.76,1489882.218 1036818.466)",3616,,
2705,LEATHERWOOD R,Arterial,0,"LINESTRING(1489852.267 1033201.76,1489829.84 1030541.367)",2660,,
2706,BRENNEMAN RD,Arterial,0,"LINESTRING(1489852.267 1033201.76,1491149 1033205,1491153.304 1033198.748)",1301,,
2707,RIDGE RD,Arterial,0,"LINESTRING(1489882.218 1036818.466,1488704 1036436,1487913 1036163,1487306 1036003,1486912 1035873,1485868.968 1035869.585)",4123,,
2708,LEATHERWOOD R,Arterial,0,"LINESTRING(1489882.218 1036818.466,1489891 1037041,1489889 1037197,1489875 1037314,1489836 1037427,1489747 1037574,1489675 1037674,1489627 1037761,1489602.457 1037850.986)",1069,,
2709,RIDGE RD,Arterial,0,"LINESTRING(1489882.218 1036818.466,1490489 1036985,1491412 1036992,1491413 1036992,1491691 1036995,1491864 1037185,1491864.809 1037185.896)",2016,,
2710,WAPAK RD,Arterial,0,"LINESTRING(1493853.89 1033058.742,1493891 1033059,1495063 1033101,1495084 1033144,1495084 1033144,1495517.47 1034055.812)",1939,,
2711,BRENNEMAN RD,Arterial,0,"LINESTRING(1493853.89 1033058.742,1491211 1033087,1491154 1033196,1491153.304 1033198.748)",2704,,
2712,WAPAK RD,Arterial,0,"LINESTRING(1495517.47 1034055.812,1496405 1035961,1496479 1036120,1496522 1036227,1496539.607 1037041.764)",3156,,
2713,NEFF RD,Arterial,0,"LINESTRING(1495517.47 1034055.812,1496531.699 1033515.045)",1149,,
2714,WAPAK RD,Arterial,0,"LINESTRING(1496539.607 1037041.764,1496533.205 1037127.907)",86,,
2715,US-30,Freeway,0,"LINESTRING(1496539.607 1037041.764,1499201 1037035,1501219 1037018,1502548.115 1037009.197)",6008,,
2716,BUSSERT RD,Arterial,0,"LINESTRING(1507214.369 1035576.183,1503001.591 1035612.746)",4212,,
2717,SANDY POINT R,Arterial,0,"LINESTRING(1507214.369 1035576.183,1507244.876 1036824.013)",1248,,
2718,GRUBB RD,Arterial,0,"LINESTRING(1485868.968 1035869.585,1485844.213 1030601.608)",5268,,
2719,RIDGE RD,Arterial,0,"LINESTRING(1492581.701 1037978.504,1492582 1037979,1492595 1037990,1492909 1038121,1493222 1038244,1493368 1038291,1493511 1038310,1494022 1038308,1494718 1038310,1495067 1038324,1495321 1038338,1495674 1038380,1496149 1038407,1496452 1038432,1496565.278 1038371.697)",4002,,
2720,RIDGE RD,Arterial,0,"LINESTRING(1492581.701 1037978.504,1492464 1037876,1492255.303 1037629.336)",477,,
2721,WAPAK RD,Arterial,0,"LINESTRING(1496565.278 1038371.697,1496533.205 1037127.907)",1244,,
2722,WAPAK RD,Arterial,0,"LINESTRING(1496565.278 1038371.697,1496584 1042949)",4577,,
2723,RIDGE RD,Arterial,0,"LINESTRING(1496565.278 1038371.697,1496714 1038306,1502208.37 1038222.382)",5645,,
2724,STATE RD,Arterial,0,"LINESTRING(1485844.213 1030601.608,1480854.544 1030651.433)",4989,,
2725,GRUBB RD,Arterial,0,"LINESTRING(1485844.213 1030601.608,1485801.763 1027972.955)",2628,,
2726,STATE RD,Arterial,0,"LINESTRING(1485844.213 1030601.608,1488476.66 1030561.85)",2632,,
2727,LINCOLN HWY,Arterial,0,"LINESTRING(1491249.604 1042342.201,1491522 1042384,1491724 1042429,1491899 1042459,1492123 1042524,1492388 1042611,1492697 1042796,1493020 1042967,1493363 1043164,1493652 1043334,1493827 1043422,1493991 1043483,1494108 1043514,1494279 1043540,1494460 1043550,1495187 1043541,1495873.385 1043531.883)",4774,,
2728,LINCOLN HWY,Arterial,0,"LINESTRING(1491249.604 1042342.201,1491007 1042317,1490333 1042231,1489279 1042106,1488595.832 1042028.167)",2672,,
2729,LINCOLN HWY,Arterial,0,"LINESTRING(1495873.385 1043531.883,1496139 1043481,1496328 1043431,1496586.352 1043327.041)",741,,
2730,REDRIDGE RD,Arterial,0,"LINESTRING(1495873.385 1043531.883,1496061 1043583,1496315 1043650,1496467 1043724,1496588.203 1043805.962)",765,,
2731,BUSSERT RD,Arterial,0,"LINESTRING(1503001.591 1035612.746,1497619.652 1035665.096)",5382,,
2732,GOMER RD,Arterial,0,"LINESTRING(1503001.591 1035612.746,1502891.4 1035998.977)",401,,
2733,DUTCH HOLLOW,Arterial,0,"LINESTRING(1496531.699 1033515.045,1496782 1034113,1496871 1034326,1497118 1034774,1497619.652 1035665.096)",2409,,
2734,DUTCH HOLLOW,Arterial,0,"LINESTRING(1496531.699 1033515.045,1496483 1033374,1496482.531 1033286.706)",233,,
2735,RIDGE RD,Arterial,0,"LINESTRING(1492255.303 1037629.336,1492181.387 1037542.171)",114,,
2736,US-30,Freeway,0,"LINESTRING(1492255.303 1037629.336,1492009 1037698,1491882 1037734,1491758 1037769,1491637 1037803,1491518 1037836,1491403 1037869,1491289 1037901,1491180 1037932,1491072 1037962,1490968 1037991,1490866 1038019,1490767 1038047,1490671 1038074,1490578 1038099,1490487 1038125,1490399 1038149,1490314 1038171,1490232 1038192,1490153 1038211,1490076 1038229,1490002 1038245,1489931 1038259,1489863 1038272,1489797 1038283,1489735 1038293,1489675 1038301,1489617 1038307,1489563 1038312,1489511 1038316,1489461.586 1038315.143)",2876,,
2737,US-30,Freeway,0,"LINESTRING(1496533.205 1037127.907,1496268 1037123,1496017 1037120,1495779 1037118,1495555 1037116,1495345 1037116,1495149 1037116,1494966 1037118,1494797 1037120,1494641 1037123,1494499 1037127,1494371 1037132,1494257 1037137,1494156 1037144,1494069 1037151,1493995 1037160,1493925 1037170,1493849 1037183,1493765 1037200,1493676 1037219,1493579 1037241,1493476 1037267,1493367 1037295,1493251 1037326,1493128 1037360,1492998 1037397,1492862 1037438,1492720 1037481,1492570 1037527,1492414 1037577,1492255.303 1037629.336)",4307,,
2738,US-30,Freeway,0,"LINESTRING(1492181.387 1037542.171,1492372 1037483,1492553 1037427,1492725 1037376,1492889 1037328,1493045 1037284,1493192 1037243,1493331 1037206,1493462 1037173,1493585 1037143,1493700 1037117,1493806 1037095,1493904 1037076,1493993 1037061,1494075 1037049,1494148 1037042,1494223 1037036,1494310 1037031,1494409 1037027,1494520 1037024,1494644 1037021,1494779 1037020,1494926 1037019,1495086 1037019,1495257 1037020,1495441 1037021,1495636 1037024,1495844 1037027,1496064 1037031,1496295 1037036,1496539.607 1037041.764)",4386,,
2739,RIDGE RD,Arterial,0,"LINESTRING(1492181.387 1037542.171,1491864.809 1037185.896)",476,,
2740,STATE RD,Arterial,0,"LINESTRING(1480854.544 1030651.433,1480504.871 1030655.342)",349,,
2741,GRUBB RD,Arterial,0,"LINESTRING(1485801.763 1027972.955,1485773.559 1026225.385)",1747,,
2742,MCBRIDE RD,Arterial,0,"LINESTRING(1481766.055 1022750.73,1481766 1022930,1481766.152 1023211.082)",460,,
2743,BLISS RD,Arterial,0,"LINESTRING(1481766.055 1022750.73,1482526.845 1022500.834)",800,,
2744,GRUBB RD,Arterial,0,"LINESTRING(1485685.658 1014770.422,1485686 1014805,1485726.506 1020000.772)",5230,,
2745,GRUBB RD,Arterial,0,"LINESTRING(1485685.658 1014770.422,1485675.766 1013454.088)",1316,,
2746,BLISS RD,Arterial,0,"LINESTRING(1484608.613 1021859.048,1484895 1021788,1485085 1021729,1485204 1021690,1485274 1021657,1485341 1021625,1485410 1021597,1485522 1021494,1485735.879 1021246.783)",1282,,
2747,OLD DELPHOS RD,Arterial,0,"LINESTRING(1484608.613 1021859.048,1484701 1021802,1484902 1021649,1484996 1021545,1485083 1021464,1485156 1021348,1485195 1021239,1485266 1021061,1485391 1020753,1485487 1020596,1485535 1020500,1485607 1020406,1485732.867 1020315.933)",1909,,
2748,GRUBB RD,Arterial,0,"LINESTRING(1485735.879 1021246.783,1485773.559 1026225.385)",4978,,
2749,GRUBB RD,Arterial,0,"LINESTRING(1485735.879 1021246.783,1485732.867 1020315.933)",930,,
2750,PIQUAD RD,Arterial,0,"LINESTRING(1481765.406 1020013.408,1485726.506 1020000.772)",3961,,
2751,GRUBB RD,Arterial,0,"LINESTRING(1485726.506 1020000.772,1485732.867 1020315.933)",315,,
2752,PIQUAD RD,Arterial,0,"LINESTRING(1485726.506 1020000.772,1486152.702 1020006.762)",426,,
2753,SR-309,Highway,0,"LINESTRING(1485773.559 1026225.385,1483962 1027370,1481984 1028602,1480505.519 1029525.386)",6216,,
2754,OLD DELPHOS RD,Arterial,0,"LINESTRING(1480509.04 1024541.203,1481044 1023983,1481454 1023524,1481766.152 1023211.082)",1830,,
2755,OLD DELPHOS RD,Arterial,0,"LINESTRING(1480509.04 1024541.203,1480167 1024947,1479951 1025230,1479912 1025373,1479880 1025455,1479831 1025564,1479450 1026518,1479214 1027138,1478963 1027839,1478704 1028507,1477990.076 1030397.292)",6374,,
2756,OLD DELPHOS RD,Arterial,0,"LINESTRING(1481766.152 1023211.082,1481987 1022960,1482233 1022695,1482526.845 1022500.834)",1040,,
2757,OLD DELPHOS RD,Arterial,0,"LINESTRING(1485732.867 1020315.933,1485960 1020155,1486152.702 1020006.762)",521,,
2758,SR-309,Highway,0,"LINESTRING(1480505.519 1029525.386,1480005 1029837,1478616.463 1030679.159)",2213,,
2759,REDD RD,Arterial,0,"LINESTRING(1480505.519 1029525.386,1480504.871 1030655.342)",1129,,
2760,STATE RD,Arterial,0,"LINESTRING(1478616.463 1030679.159,1480504.871 1030655.342)",1888,,
2761,PIQUAD RD,Arterial,0,"LINESTRING(1488399.788 1019995.23,1486152.702 1020006.762)",2247,,
2762,STATE RD,Arterial,0,"LINESTRING(1489829.84 1030541.367,1488476.66 1030561.85)",1353,,
2763,REDD RD,Arterial,0,"LINESTRING(1480745.21 1043816.463,1480772.165 1046472.828)",2656,,
2764,BENTLEY RD,Arterial,0,"LINESTRING(1581309.745 1060422.722,1581328 1060814,1581331 1061073,1581331 1061074,1581332 1061178,1581335 1061458,1581335 1061609,1581328 1061806,1581364 1061838,1581402 1061856,1581462 1061863,1581566 1062116,1581561 1062443,1581549.263 1062975.561)",2564,,
2765,LINCOLN HWY,Arterial,0,"LINESTRING(1483340.994 1040947.57,1483690 1040984,1484218 1041124,1485962.365 1041522.658)",2683,,
2766,LINCOLN HWY,Arterial,0,"LINESTRING(1485962.365 1041522.658,1485972 1041525,1487276.259 1041835.576)",1350,,
2767,US-30,Freeway,0,"LINESTRING(1483280.418 1038440.966,1480640.056 1038473.058)",2640,,
2768,HUFFER RD,Arterial,0,"LINESTRING(1483280.418 1038440.966,1483276.307 1038357.575)",83,,
2769,HUFFER RD,Arterial,0,"LINESTRING(1483280.418 1038440.966,1483299.543 1038784.32)",343,,
2770,US-30,Freeway,0,"LINESTRING(1489461.586 1038315.143,1489020 1038329,1483280.418 1038440.966)",6182,,
2771,LEATHERWOOD R,Arterial,0,"LINESTRING(1489461.586 1038315.143,1489476.556 1038229.563)",86,,
2772,LEATHERWOOD R,Arterial,0,"LINESTRING(1489461.586 1038315.143,1489418.21 1038507.338)",197,,
2773,US-30,Freeway,0,"LINESTRING(1483276.307 1038357.575,1483331 1038359,1486710 1038276,1489136 1038240,1489476.556 1038229.563)",6201,,
2774,US-30,Freeway,0,"LINESTRING(1489476.556 1038229.563,1489533 1038224,1489593 1038216,1489654 1038207,1489717 1038197,1489780 1038186,1489845 1038175,1489911 1038162,1489978 1038149,1490046 1038135,1490115 1038120,1490185 1038104,1490257 1038088,1490330 1038070,1490403 1038052,1490478 1038032,1490557 1038012,1490641 1037989,1490731 1037964,1490827 1037937,1490929 1037908,1491037 1037877,1491150 1037844,1491270 1037809,1491395 1037772,1491526 1037732,1491663 1037691,1491806 1037648,1491955 1037602,1492181.387 1037542.171)",2790,,
2775,LEATHERWOOD R,Arterial,0,"LINESTRING(1489476.556 1038229.563,1489566 1037980,1489602 1037853,1489602.457 1037850.986)",398,,
2776,LEATHERWOOD R,Arterial,0,"LINESTRING(1489418.21 1038507.338,1489418 1038508,1489377 1038729,1489131 1039633,1489083 1039865,1489044 1039996,1488717 1040349,1487891 1041147,1487468 1041576,1487320 1041710,1487276.259 1041835.576)",3957,,
2777,LINCOLN HWY,Arterial,0,"LINESTRING(1487276.259 1041835.576,1487277 1041835,1487807 1041924,1488181 1041971,1488595.832 1042028.167)",1333,,
2778,GOMER RD,Arterial,0,"LINESTRING(1501899.225 1044703.113,1501976 1044433,1501963 1044323,1501977 1044040,1501970 1043649,1501958 1042198,1501940.955 1040683.359)",4019,,
2779,GOMER RD,Arterial,0,"LINESTRING(1501899.225 1044703.113,1501893 1044724,1501624.424 1046021.91)",1347,,
2780,COLUMBUS GROV,Arterial,0,"LINESTRING(1582537.242 1056465.926,1582796.345 1056170.529)",392,,
2781,KIBLER,Arterial,0,"LINESTRING(1581654.775 1055668.166,1581748.514 1055165.438)",511,,
2782,REDRIDGE RD,Arterial,0,"LINESTRING(1499277.511 1046043.649,1498868 1045846,1498582 1045648,1498212 1045328,1497855 1044995,1497489 1044624,1496919 1044077,1496620 1043827,1496588.203 1043805.962)",3498,,
2783,GOMER RD,Arterial,0,"LINESTRING(1502031.582 1038850.794,1502208.37 1038222.382)",652,,
2784,GOMER RD,Arterial,0,"LINESTRING(1502031.582 1038850.794,1502030 1038854,1501961 1039059,1501929 1039172,1501927 1039688,1501930.067 1039863.077)",1017,,
2785,US-30,Freeway,0,"LINESTRING(1502514.066 1037098.404,1496533.205 1037127.907)",5980,,
2786,US-30,Freeway,0,"LINESTRING(1502548.115 1037009.197,1502753 1037009,1502955 1037010,1503155 1037009,1503350 1037009,1503543 1037008,1503731 1037006,1503917 1037005,1504098 1037003,1504277 1037001,1504452 1036998,1504623 1036995,1504791 1036992,1504956 1036989,1505117 1036985,1505274 1036981,1505428 1036976,1505579 1036970,1505726 1036963,1505869 1036955,1506009 1036945,1506145 1036935,1506278 1036923,1506407 1036910,1506533 1036896,1506655 1036881,1506773 1036865,1506889 1036847,1507000 1036828,1507108 1036809,1507212.384 1036788.528)",4669,,
2787,WAPAK RD,Arterial,0,"LINESTRING(1496584 1042949,1496586.352 1043327.041)",378,,
2788,GOMER RD,Arterial,0,"LINESTRING(1502208.37 1038222.382,1502568.842 1037051.821)",1224,,
2789,LINCOLN HWY,Arterial,0,"LINESTRING(1496586.352 1043327.041,1496618 1043314,1497916 1042631,1498350 1042398,1498549 1042255,1498699 1042153,1498788 1042079,1498877 1042025,1498999 1041934,1499209 1041844,1499530 1041730,1499549 1041724,1499550.668 1041724.284)",3369,,
2790,LINCOLN HWY,Arterial,0,"LINESTRING(1499550.668 1041724.284,1499697 1041677,1499824 1041639,1499906 1041613,1500101 1041527,1500741 1041209,1501203 1040979,1501553.924 1040828.005)",2194,,
2791,LINCOLN HWY,Arterial,0,"LINESTRING(1501553.924 1040828.005,1501590 1040812,1501740.901 1040746.509)",203,,
2792,LINCOLN HWY,Arterial,0,"LINESTRING(1501740.901 1040746.509,1501741 1040746,1501940.955 1040683.359)",209,,
2793,LINCOLN HWY,Arterial,0,"LINESTRING(1501940.955 1040683.359,1502062.712 1040636.981)",130,,
2794,GOMER RD,Arterial,0,"LINESTRING(1501940.955 1040683.359,1501930.067 1039863.077)",820,,
2795,LINCOLN HWY,Arterial,0,"LINESTRING(1502062.712 1040636.981,1502199 1040584,1502298 1040546,1502445 1040499,1502621 1040442,1502777 1040391,1502900 1040352,1502967 1040331,1503076 1040296,1503196 1040259,1503307 1040224,1503385 1040200,1503611 1040116,1503611.964 1040116.4)",1634,,
2796,GOMER RD,Arterial,0,"LINESTRING(1502568.842 1037051.821,1502891.4 1035998.977)",1101,,
2797,SANDY POINT R,Arterial,0,"LINESTRING(1507244.876 1036824.013,1507245.487 1037786.998)",962,,
2798,MAYBERRY RD,Arterial,0,"LINESTRING(1545654.614 1040521.693,1545576.952 1035229.214)",5293,,
2799,MAYBERRY RD,Arterial,0,"LINESTRING(1545654.614 1040521.693,1545737.625 1045819.232)",5298,,
2800,THAYER RD,Arterial,0,"LINESTRING(1549630.915 1040523.241,1549530.554 1035213.648)",5310,,
2801,THAYER RD,Arterial,0,"LINESTRING(1549630.915 1040523.241,1549702.481 1045799.102)",5276,,
2802,CREPS RD,Arterial,0,"LINESTRING(1548717.419 979925.313,1549893 979884,1550029 979884,1550155 979893,1550462 980131,1551408.749 980810.062)",2833,,
2803,MAYBERRY RD,Arterial,0,"LINESTRING(1545802.364 1051083.231,1545770.175 1048461.975)",2621,,
2804,MAYBERRY RD,Arterial,0,"LINESTRING(1545802.364 1051083.231,1545834.786 1053750.785)",2667,,
2805,THAYER RD,Arterial,0,"LINESTRING(1549735.874 1051124.493,1549727 1047099,1549726.948 1047076.959)",4047,,
2806,KERR RD,Arterial,0,"LINESTRING(1551339.886 974541.938,1551975 974504,1551951 972505,1551925 971962,1551948 971911,1552012 971882,1552145.853 971857.5)",2802,,
2807,AMHERST RD,Arterial,0,"LINESTRING(1545959.343 970109,1548604.491 969924.938)",2651,,
2808,AMHERST RD,Arterial,0,"LINESTRING(1548604.491 969924.938,1551908.996 969663.875)",3314,,
2809,RESERVOIR RD,Arterial,0,"LINESTRING(1556988.071 1003548.71,1559624.715 1003549.952)",2636,,
2810,SR-81,Arterial,0,"LINESTRING(1557040.333 1010197.866,1557202 1010193,1558769.562 1010148.709)",1729,,
2811,RESERVOIR RD,Arterial,0,"LINESTRING(1559624.715 1003549.952,1563590.401 1003564.555)",3965,,
2812,SR-81,Arterial,0,"LINESTRING(1559688.324 1010122.38,1560286 1010102,1561287 1010099,1561915 1010105,1562342 1010193,1562779 1010275,1563185.46 1010426.659)",3510,,
2813,SR-81,Arterial,0,"LINESTRING(1559688.324 1010122.38,1558769.562 1010148.709)",919,,
2814,RUMBAUGH RD,Arterial,0,"LINESTRING(1563628.414 1006153.44,1563667.046 1010082.096)",3928,,
2815,RUMBAUGH RD,Arterial,0,"LINESTRING(1563628.414 1006153.44,1563590.401 1003564.555)",2589,,
2816,NAPOLEON RD,Arterial,0,"LINESTRING(1563667.046 1010082.096,1564235 1010090,1565150 1010025,1565364 1009986,1565429 1009941,1565508 1009889,1566029 1009534,1566030 1009534,1566296.496 1009352.668)",2728,,
2817,NAPOLEON RD,Arterial,0,"LINESTRING(1563667.046 1010082.096,1563665 1010082,1563229.962 1010094.64)",437,,
2818,LAFAYETTE RD,Arterial,0,"LINESTRING(1572905.338 1008901.051,1572911 1008900,1573057 1008884,1573247 1008866,1574246.766 1008875.137)",1341,,
2819,LAFAYETTE RD,Arterial,0,"LINESTRING(1572905.338 1008901.051,1571564.897 1008884.378)",1340,,
2820,SR-81,Arterial,0,"LINESTRING(1572998.156 1014175.192,1578293.352 1014152.524)",5295,,
2821,SR-81,Arterial,0,"LINESTRING(1572998.156 1014175.192,1572418 1014178,1572417.201 1014178.554)",580,,
2822,LAFAYETTE RD,Arterial,0,"LINESTRING(1578219.957 1008861.676,1576361 1008875,1575907 1008880,1575815 1008866,1575554 1008853,1574913 1008803,1574847 1008929,1574626 1008897,1574439 1008867,1574246.766 1008875.137)",3973,,
2823,LINCOLN HWY,Arterial,0,"LINESTRING(1545576.952 1035229.214,1549530.554 1035213.648)",3953,,
2824,MAYBERRY RD,Arterial,0,"LINESTRING(1545576.952 1035229.214,1545538 1032893,1545538.81 1032893.52)",2336,,
2825,LINCOLN HWY,Arterial,0,"LINESTRING(1549530.554 1035213.648,1554801.45 1035288.034)",5271,,
2826,THAYER RD,Arterial,0,"LINESTRING(1549530.554 1035213.648,1549508.455 1032755.948)",2457,,
2827,HILLVILLE RD,Arterial,0,"LINESTRING(1545737.625 1045819.232,1549702.481 1045799.102)",3964,,
2828,MAYBERRY RD,Arterial,0,"LINESTRING(1545737.625 1045819.232,1545770.175 1048461.975)",2642,,
2829,HILLVILLE RD,Arterial,0,"LINESTRING(1545737.625 1045819.232,1539128.713 1045892.953)",6609,,
2830,THAYER RD,Arterial,0,"LINESTRING(1549702.481 1045799.102,1549726.948 1047076.959)",1278,,
2831,HILLVILLE RD,Arterial,0,"LINESTRING(1549702.481 1045799.102,1550978 1045841,1551874 1045871,1552617 1045899,1553895 1045943,1554919.184 1045977.537)",5219,,
2832,SWANEY RD,Arterial,0,"LINESTRING(1566296.496 1009352.668,1566341.47 1011477.865)",2125,,
2833,NAPOLEON RD,Arterial,0,"LINESTRING(1566296.496 1009352.668,1566319.206 1008642.174)",710,,
2834,ELIDA RD,Highway,0,"LINESTRING(1463788.153 1041543.417,1463794 1040558,1463815.975 1040296.059)",1247,,
2835,SWANEY RD,Arterial,0,"LINESTRING(1566341.47 1011477.865,1566343.551 1011590.087)",112,,
2836,PHILLIPS RD,Arterial,0,"LINESTRING(1570244.69 1008868.185,1570301.959 1011543.163)",2675,,
2837,LAFAYETTE RD,Arterial,0,"LINESTRING(1570244.69 1008868.185,1569895 1008861,1569680 1008847,1569507 1008790,1569349 1008719,1569130 1008619,1568978 1008506,1568854 1008464,1568738 1008458,1568569 1008460,1568361 1008478,1568173 1008503,1568057.879 1008556.124)",2208,,
2838,PHILLIPS RD,Arterial,0,"LINESTRING(1570244.69 1008868.185,1570196.854 1006222.884)",2645,,
2839,LAFAYETTE RD,Arterial,0,"LINESTRING(1570244.69 1008868.185,1571564.897 1008884.378)",1320,,
2840,PHILLIPS RD,Arterial,0,"LINESTRING(1570301.959 1011543.163,1570341 1013376,1570344.449 1013533.557)",1990,,
2841,SR-309,Highway,0,"LINESTRING(1578066.835 998299.875,1570906.744 998261.75)",7160,,
2842,LAFAYETTE RD,Arterial,0,"LINESTRING(1568057.879 1008556.124,1567912 1008607,1567884 1008610,1567717 1008649,1567628 1008651,1567563 1008646,1567446 1008643,1567118.613 1008620.742)",941,,
2843,MAYBERRY RD,Arterial,0,"LINESTRING(1545501.218 1032537.328,1545487.467 1032444.617)",93,,
2844,MAYBERRY RD,Arterial,0,"LINESTRING(1545501.218 1032537.328,1545538.81 1032893.52)",358,,
2845,US-30,Freeway,0,"LINESTRING(1545501.218 1032537.328,1543574 1032548,1543025 1032569,1542664 1032596,1542197 1032636,1541684 1032700,1541258 1032755,1540963 1032780,1540561 1032782,1540241 1032782,1540143 1032782,1539440 1032741,1538891.126 1032714.586)",6612,,
2846,US-30,Freeway,0,"LINESTRING(1549502.71 1032495.805,1547444 1032511,1545501.218 1032537.328)",4001,,
2847,THAYER RD,Arterial,0,"LINESTRING(1549502.71 1032495.805,1549501.25 1032408.718)",87,,
