link_id,name,from_node_id,to_node_id,directed,geometry_id,geometry,parent_link_id,dir_flag,length,grade,facility_type,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,toll,jurisdiction,row_width
74,0,24,101783,1,74,"LINESTRING(1514001 1019473,1509824.635 1019373.68)",0,1,4177,,hot,1800,25,1,,,,c,,,
75,0,24,101786,1,75,"LINESTRING(1514001 1019473,1514014.935 1016848.925)",0,1,2624,,hot,1800,25,1,,,,c,,,
76,0,24,101909,1,76,"LINESTRING(1514001 1019473,1517544.305 1020351.857)",0,1,3650,,hot,1800,25,1,,,,c,,,
77,0,25,101906,1,77,"LINESTRING(1520931 1021918,1520292 1019557)",0,1,2445,,hot,1800,25,1,,,,c,,,
78,0,25,101922,1,78,"LINESTRING(1520931 1021918,1522961 1022240)",0,1,2055,,hot,1800,25,1,,,,c,,,
79,0,26,101919,1,79,"LINESTRING(1525292 1022231,1525330 1024882)",0,1,2651,,hot,1800,25,1,,,,c,,,
80,0,26,101922,1,80,"LINESTRING(1525292 1022231,1522961 1022240)",0,1,2331,,hot,1800,25,1,,,,c,,,
81,0,27,100131,1,81,"LINESTRING(1530894 1021975,1533572.191 1023488.576)",0,1,3076,,hot,1800,25,1,,,,c,,,
82,0,27,101917,1,82,"LINESTRING(1530894 1021975,1530272 1024915)",0,1,3005,,hot,1800,25,1,,,,c,,,
83,0,27,101926,1,83,"LINESTRING(1530894 1021975,1528798.62 1019625.949)",0,1,3147,,hot,1800,25,1,,,,c,,,
84,0,28,101924,1,84,"LINESTRING(1524925 1016980,1524943 1019640)",0,1,2660,,hot,1800,25,1,,,,c,,,
85,0,28,101929,1,85,"LINESTRING(1524925 1016980,1522831.345 1013765.698)",0,1,3836,,hot,1800,25,1,,,,c,,,
86,0,29,100268,1,86,"LINESTRING(1520967 1017101,1521967.108 1012958.852)",0,1,4261,,hot,1800,25,1,,,,c,,,
87,0,29,101906,1,87,"LINESTRING(1520967 1017101,1520292 1019557)",0,1,2547,,hot,1800,25,1,,,,c,,,
88,0,29,101928,1,88,"LINESTRING(1520967 1017101,1522894 1016948)",0,1,1933,,hot,1800,25,1,,,,c,,,
89,0,30,100751,1,89,"LINESTRING(1507425 1024921,1507150 1029906)",0,1,4992,,hot,1800,25,1,,,,c,,,
90,0,30,101775,1,90,"LINESTRING(1507425 1024921,1503985.231 1025627.783)",0,1,3511,,hot,1800,25,1,,,,c,,,
91,0,30,101781,1,91,"LINESTRING(1507425 1024921,1509747.818 1024816.096)",0,1,2325,,hot,1800,25,1,,,,c,,,
92,0,31,101781,1,92,"LINESTRING(1513827 1024725,1509747.818 1024816.096)",0,1,4080,,hot,1800,25,1,,,,c,,,
93,0,31,101907,1,93,"LINESTRING(1513827 1024725,1517564.023 1024728.936)",0,1,3737,,hot,1800,25,1,,,,c,,,
94,0,32,101908,1,94,"LINESTRING(1519421.348 1027000.82,1517583.961 1027318.066)",0,1,1864,,hot,1800,25,1,,,,c,,,
95,0,32,101912,1,95,"LINESTRING(1519421.348 1027000.82,1521842.24 1026442.485)",0,1,2484,,hot,1800,25,1,,,,c,,,
96,0,33,100133,1,96,"LINESTRING(1528420 1027515,1533578.962 1027030.119)",0,1,5181,,hot,1800,25,1,,,,c,,,
97,0,33,101915,1,97,"LINESTRING(1528420 1027515,1528508 1030136)",0,1,2622,,hot,1800,25,1,,,,c,,,
98,0,33,101916,1,98,"LINESTRING(1528420 1027515,1525429 1027533)",0,1,2991,,hot,1800,25,1,,,,c,,,
99,0,33,101918,1,99,"LINESTRING(1528420 1027515,1528367.371 1024866.64)",0,1,2648,,hot,1800,25,1,,,,c,,,
100,0,34,100144,1,100,"LINESTRING(1525423 1005196,1525254.52 1004348.689)",0,1,863,,hot,1800,25,1,,,,c,,,
101,0,34,100212,1,101,"LINESTRING(1525423 1005196,1525470 1005621)",0,1,427,,hot,1800,25,1,,,,c,,,
102,0,35,100096,1,102,"LINESTRING(1525674 1003396,1525549.76 1002927.561)",0,1,484,,hot,1800,25,1,,,,c,,,
103,0,35,101952,1,103,"LINESTRING(1525674 1003396,1525170 1003456)",0,1,507,,hot,1800,25,1,,,,c,,,
104,0,36,101935,1,104,"LINESTRING(1526310 1010389,1528086.894 1010461.225)",0,1,1778,,hot,1800,25,1,,,,c,,,
105,0,36,101948,1,105,"LINESTRING(1526310 1010389,1526313.469 1008981.403)",0,1,1407,,hot,1800,25,1,,,,c,,,
106,0,37,100213,1,106,"LINESTRING(1525471 1007787,1525448 1006848)",0,1,939,,hot,1800,25,1,,,,c,,,
107,0,37,101947,1,107,"LINESTRING(1525471 1007787,1525499.773 1009039.572)",0,1,1252,,hot,1800,25,1,,,,c,,,
108,0,38,101949,1,108,"LINESTRING(1527361 1007748,1527417.053 1009359.197)",0,1,1612,,hot,1800,25,1,,,,c,,,
109,0,38,101951,1,109,"LINESTRING(1527361 1007748,1528043.404 1007723.345)",0,1,682,,hot,1800,25,1,,,,c,,,
110,0,38,101964,1,110,"LINESTRING(1527361 1007748,1527392.259 1006695.344)",0,1,1053,,hot,1800,25,1,,,,c,,,
111,0,39,100214,1,111,"LINESTRING(1530722.073 1010795.08,1530704.612 1007598.863)",0,1,3196,,hot,1800,25,1,,,,c,,,
112,0,39,100220,1,112,"LINESTRING(1530722.073 1010795.08,1530785.114 1014333.419)",0,1,3538,,hot,1800,25,1,,,,c,,,
113,0,40,101962,1,113,"LINESTRING(1529813 1006220,1529088.586 1006999.35)",0,1,1064,,hot,1800,25,1,,,,c,,,
114,0,41,100175,1,114,"LINESTRING(1508488 1001637,1508631.919 1001198.99)",0,1,461,,hot,1800,25,1,,,,c,,,
115,0,41,100744,1,115,"LINESTRING(1508488 1001637,1508485.469 1002263.197)",0,1,626,,hot,1800,25,1,,,,c,,,
116,0,42,100102,1,116,"LINESTRING(1528345 1003328,1528369.186 1002890.151)",0,1,438,,hot,1800,25,1,,,,c,,,
117,0,43,101927,1,117,"LINESTRING(1529627 1016182,1528166 1016221)",0,1,1461,,hot,1800,25,1,,,,c,,,
118,0,43,101934,1,118,"LINESTRING(1529627 1016182,1529573.242 1014297.733)",0,1,1885,,hot,1800,25,1,,,,c,,,
119,0,44,100183,1,119,"LINESTRING(1537870 1013607,1537475.844 1014323.652)",0,1,817,,hot,1800,25,1,,,,c,,,
120,0,44,100185,1,120,"LINESTRING(1537870 1013607,1538700 1013547)",0,1,832,,hot,1800,25,1,,,,c,,,
121,0,45,100125,1,121,"LINESTRING(1541263 1011698,1541280.484 1009186.036)",0,1,2512,,hot,1800,25,1,,,,c,,,
122,0,45,100166,1,122,"LINESTRING(1541263 1011698,1538746.257 1011710.929)",0,1,2516,,hot,1800,25,1,,,,c,,,
123,0,45,100182,1,123,"LINESTRING(1541263 1011698,1541386.08 1015255.958)",0,1,3560,,hot,1800,25,1,,,,c,,,
124,0,46,100125,1,124,"LINESTRING(1538323.502 1007384.282,1541280.484 1009186.036)",0,1,3462,,hot,1800,25,1,,,,c,,,
125,0,47,100126,1,125,"LINESTRING(1537052 1025750,1534289.407 1024965.057)",0,1,2871,,hot,1800,25,1,,,,c,,,
126,0,47,100568,1,126,"LINESTRING(1537052 1025750,1538929.54 1025410.799)",0,1,1907,,hot,1800,25,1,,,,c,,,
127,0,48,100198,1,127,"LINESTRING(1547583 1027882,1549509.019 1028098.244)",0,1,1938,,hot,1800,25,1,,,,c,,,
128,0,49,100196,1,128,"LINESTRING(1550594 1022186,1549417.161 1021407.168)",0,1,1411,,hot,1800,25,1,,,,c,,,
129,0,50,100194,1,129,"LINESTRING(1550372 1016409,1549316.334 1016315.382)",0,1,1059,,hot,1800,25,1,,,,c,,,
130,0,51,100155,1,130,"LINESTRING(1550657 1011827,1549249.116 1011694.124)",0,1,1414,,hot,1800,25,1,,,,c,,,
131,0,52,100128,1,131,"LINESTRING(1543746 1005428,1542551.912 1003728.689)",0,1,2076,,hot,1800,25,1,,,,c,,,
132,0,52,100152,1,132,"LINESTRING(1543746 1005428,1543857.34 1009974.247)",0,1,4547,,hot,1800,25,1,,,,c,,,
133,0,53,100094,1,133,"LINESTRING(1525964 1002456,1525308.886 1002474.781)",0,1,655,,hot,1800,25,1,,,,c,,,
134,0,53,100095,1,134,"LINESTRING(1525964 1002456,1525947.755 1002917.578)",0,1,461,,hot,1800,25,1,,,,c,,,
135,0,54,100089,1,135,"LINESTRING(1524945 1001756,1525279.708 1001733.626)",0,1,335,,hot,1800,25,1,,,,c,,,
136,0,54,101957,1,136,"LINESTRING(1524945 1001756,1525011.57 1001888.864)",0,1,148,,hot,1800,25,1,,,,c,,,
137,0,55,100087,1,137,"LINESTRING(1526576 1000136,1526582.342 1001105.549)",0,1,969,,hot,1800,25,1,,,,c,,,
138,0,55,100099,1,138,"LINESTRING(1526576 1000136,1525440.822 1000115.921)",0,1,1135,,hot,1800,25,1,,,,c,,,
139,0,55,100258,1,139,"LINESTRING(1526576 1000136,1526983.22 998741.375)",0,1,1452,,hot,1800,25,1,,,,c,,,
140,0,56,100084,1,140,"LINESTRING(1527987 999027,1527768.576 998459.375)",0,1,608,,hot,1800,25,1,,,,c,,,
141,0,57,100103,1,141,"LINESTRING(1529216 1002028,1529268.322 1002870.032)",0,1,843,,hot,1800,25,1,,,,c,,,
142,0,57,100106,1,142,"LINESTRING(1529216 1002028,1529205.521 1001076.858)",0,1,951,,hot,1800,25,1,,,,c,,,
143,0,58,100104,1,143,"LINESTRING(1530866 999978,1530986.15 1002725.86)",0,1,2750,,hot,1800,25,1,,,,c,,,
144,0,58,100110,1,144,"LINESTRING(1530866 999978,1530911.053 998414.813)",0,1,1563,,hot,1800,25,1,,,,c,,,
145,0,59,100106,1,145,"LINESTRING(1528828 1000599,1529205.521 1001076.858)",0,1,608,,hot,1800,25,1,,,,c,,,
146,0,59,100218,1,146,"LINESTRING(1528828 1000599,1528549 1000521)",0,1,289,,hot,1800,25,1,,,,c,,,
147,0,59,100223,1,147,"LINESTRING(1528828 1000599,1529632 999800)",0,1,1133,,hot,1800,25,1,,,,c,,,
148,0,60,100085,1,148,"LINESTRING(1529628 997957,1529792.09 998449)",0,1,518,,hot,1800,25,1,,,,c,,,
149,0,61,100110,1,149,"LINESTRING(1530919 997728,1530911.053 998414.813)",0,1,686,,hot,1800,25,1,,,,c,,,
150,0,62,100599,1,150,"LINESTRING(1530110 994476,1530118.445 993463.187)",0,1,1012,,hot,1800,25,1,,,,c,,,
151,0,63,100238,1,151,"LINESTRING(1534967 998908,1534135.817 998704.938)",0,1,855,,hot,1800,25,1,,,,c,,,
152,0,63,100242,1,152,"LINESTRING(1534967 998908,1535495.441 998665.625)",0,1,581,,hot,1800,25,1,,,,c,,,
153,0,63,100243,1,153,"LINESTRING(1534967 998908,1532967 998780)",0,1,2004,,hot,1800,25,1,,,,c,,,
154,0,64,100161,1,154,"LINESTRING(1545740 1001048,1543779.963 1000516.199)",0,1,2030,,hot,1800,25,1,,,,c,,,
155,0,65,100117,1,155,"LINESTRING(1544813 995175,1544673.363 998414.5)",0,1,3242,,hot,1800,25,1,,,,c,,,
156,0,65,100655,1,156,"LINESTRING(1544813 995175,1544842.607 992605.813)",0,1,2569,,hot,1800,25,1,,,,c,,,
157,0,66,100239,1,157,"LINESTRING(1534063.084 998195.062,1534135.817 998272.312)",0,1,106,,hot,1800,25,1,,,,c,,,
158,0,66,102554,1,158,"LINESTRING(1534063.084 998195.062,1533709.9 997965.125)",0,1,421,,hot,1800,25,1,,,,c,,,
159,0,67,100199,1,159,"LINESTRING(1532629 996816,1533102.459 997425.687)",0,1,771,,hot,1800,25,1,,,,c,,,
160,0,67,100645,1,160,"LINESTRING(1532629 996816,1533057.35 997143.313)",0,1,539,,hot,1800,25,1,,,,c,,,
161,0,68,100154,1,161,"LINESTRING(1536999 997172,1537639.448 998429.25)",0,1,1410,,hot,1800,25,1,,,,c,,,
162,0,68,100652,1,162,"LINESTRING(1536999 997172,1537033.299 995883.75)",0,1,1288,,hot,1800,25,1,,,,c,,,
163,0,68,100654,1,163,"LINESTRING(1536999 997172,1538346.989 997638.25)",0,1,1426,,hot,1800,25,1,,,,c,,,
164,0,69,100646,1,164,"LINESTRING(1533814 990698,1532974 990717)",0,1,840,,hot,1800,25,1,,,,c,,,
165,0,69,100648,1,165,"LINESTRING(1533814 990698,1533899.849 993406.875)",0,1,2710,,hot,1800,25,1,,,,c,,,
166,0,70,100663,1,166,"LINESTRING(1544886 989303,1544854.649 987925.25)",0,1,1378,,hot,1800,25,1,,,,c,,,
167,0,71,100157,1,167,"LINESTRING(1551650 1002132,1554381.104 1001890.772)",0,1,2741,,hot,1800,25,1,,,,c,,,
168,0,71,100160,1,168,"LINESTRING(1551650 1002132,1549114.283 1002645.088)",0,1,2587,,hot,1800,25,1,,,,c,,,
169,0,72,100657,1,169,"LINESTRING(1550957.567 993231.938,1548962.984 993154.125)",0,1,1996,,hot,1800,25,1,,,,c,,,
170,0,72,100699,1,170,"LINESTRING(1550957.567 993231.938,1553625 992985)",0,1,2678,,hot,1800,25,1,,,,c,,,
171,0,73,100662,1,171,"LINESTRING(1549142 981383,1548888 987816)",0,1,6438,,hot,1800,25,1,,,,c,,,
172,0,73,100665,1,172,"LINESTRING(1549142 981383,1543461 981291)",0,1,5681,,hot,1800,25,1,,,,c,,,
173,0,73,103415,1,173,"LINESTRING(1549142 981383,1555450.145 985011.5)",0,1,7277,,hot,1800,25,1,,,,c,,,
174,0,73,103978,1,174,"LINESTRING(1549142 981383,1548717.419 979925.313)",0,1,1518,,hot,1800,25,1,,,,c,,,
175,0,74,100057,1,175,"LINESTRING(1523795 1000815,1523807.302 1000985.663)",0,1,171,,hot,1800,25,1,,,,c,,,
176,0,74,100062,1,176,"LINESTRING(1523795 1000815,1523604.01 1000761.589)",0,1,198,,hot,1800,25,1,,,,c,,,
177,0,75,100060,1,177,"LINESTRING(1524505 1000835,1524701.253 1000990.863)",0,1,250,,hot,1800,25,1,,,,c,,,
178,0,75,100061,1,178,"LINESTRING(1524505 1000835,1524400.879 1000837.602)",0,1,104,,hot,1800,25,1,,,,c,,,
179,0,76,100070,1,179,"LINESTRING(1523896 999420,1523986.926 1000098.277)",0,1,684,,hot,1800,25,1,,,,c,,,
180,0,76,100072,1,180,"LINESTRING(1523896 999420,1524350.674 999417.688)",0,1,454,,hot,1800,25,1,,,,c,,,
181,0,76,100073,1,181,"LINESTRING(1523896 999420,1523599.023 999417.688)",0,1,296,,hot,1800,25,1,,,,c,,,
182,0,76,100080,1,182,"LINESTRING(1523896 999420,1524017.925 998450.875)",0,1,976,,hot,1800,25,1,,,,c,,,
183,0,77,100206,1,183,"LINESTRING(1524016 997682,1524296.985 997739.875)",0,1,286,,hot,1800,25,1,,,,c,,,
184,0,77,100575,1,184,"LINESTRING(1524016 997682,1523557.312 997704.5)",0,1,459,,hot,1800,25,1,,,,c,,,
185,0,77,100580,1,185,"LINESTRING(1524016 997682,1524048.073 997023.938)",0,1,658,,hot,1800,25,1,,,,c,,,
186,0,78,100205,1,186,"LINESTRING(1526554 997415,1525569 997743)",0,1,1038,,hot,1800,25,1,,,,c,,,
187,0,78,100259,1,187,"LINESTRING(1526554 997415,1526983.22 998226.25)",0,1,917,,hot,1800,25,1,,,,c,,,
188,0,78,100571,1,188,"LINESTRING(1526554 997415,1525532 997016)",0,1,1097,,hot,1800,25,1,,,,c,,,
189,0,79,100202,1,189,"LINESTRING(1527270 994835,1526415.594 994798.375)",0,1,855,,hot,1800,25,1,,,,c,,,
190,0,79,100597,1,190,"LINESTRING(1527270 994835,1527250.887 993468.813)",0,1,1366,,hot,1800,25,1,,,,c,,,
191,0,80,100201,1,191,"LINESTRING(1524669 994923,1525589.57 994798.375)",0,1,928,,hot,1800,25,1,,,,c,,,
192,0,80,100256,1,192,"LINESTRING(1524669 994923,1524656 993816)",0,1,1107,,hot,1800,25,1,,,,c,,,
193,0,80,100585,1,193,"LINESTRING(1524669 994923,1523506.968 995549.813)",0,1,1320,,hot,1800,25,1,,,,c,,,
194,0,81,100257,1,194,"LINESTRING(1524121 992095,1524656 993155)",0,1,1187,,hot,1800,25,1,,,,c,,,
195,0,81,100604,1,195,"LINESTRING(1524121 992095,1523380.122 992111.875)",0,1,741,,hot,1800,25,1,,,,c,,,
196,0,81,100675,1,196,"LINESTRING(1524121 992095,1523686 990507)",0,1,1646,,hot,1800,25,1,,,,c,,,
197,0,82,100610,1,197,"LINESTRING(1524230.643 989624.25,1523362 989600)",0,1,868,,hot,1800,25,1,,,,c,,,
198,0,82,100613,1,198,"LINESTRING(1524230.643 989624.25,1524229.031 988220.375)",0,1,1403,,hot,1800,25,1,,,,c,,,
199,0,82,100675,1,199,"LINESTRING(1524230.643 989624.25,1523686 990507)",0,1,1037,,hot,1800,25,1,,,,c,,,
200,0,83,100603,1,200,"LINESTRING(1526921 990858,1527489.4 990826.938)",0,1,569,,hot,1800,25,1,,,,c,,,
201,0,84,100615,1,201,"LINESTRING(1529873 988602,1530273.441 988137.188)",0,1,613,,hot,1800,25,1,,,,c,,,
202,0,85,100619,1,202,"LINESTRING(1524997 982880,1527513.232 982840.5)",0,1,2516,,hot,1800,25,1,,,,c,,,
203,0,85,100621,1,203,"LINESTRING(1524997 982880,1522442.055 982901.875)",0,1,2555,,hot,1800,25,1,,,,c,,,
204,0,86,100620,1,204,"LINESTRING(1530660 979992,1527469 980041)",0,1,3191,,hot,1800,25,1,,,,c,,,
205,0,86,100673,1,205,"LINESTRING(1530660 979992,1532828 979930)",0,1,2168,,hot,1800,25,1,,,,c,,,
206,0,87,100639,1,206,"LINESTRING(1535529 982777,1538172.162 982719.938)",0,1,2643,,hot,1800,25,1,,,,c,,,
207,0,87,100672,1,207,"LINESTRING(1535529 982777,1533667 982717)",0,1,1862,,hot,1800,25,1,,,,c,,,
208,0,88,100638,1,208,"LINESTRING(1540821 979579,1538131 979607)",0,1,2690,,hot,1800,25,1,,,,c,,,
