From,To,NumMidPoints,Shape_Points
102541,102539,70,"1515864 974606,1515914 977080,1515916 977142,1515919 977204,1515922 977264,1515925 977324,1515929 977383,1515932 977441,1515936 977498,1515940 977553,1515944 977609,1515948 977663,1515953 977716,1515957 977768,1515962 977820,1515967 977870,1515972 977920,1515977 977968,1515983 978016,1515988 978063,1515994 978109,1516000 978154,1516007 978198,1516013 978242,1516020 978284,1516027 978326,1516033 978367,1516041 978406,1516048 978445,1516056 978483,1516064 978520,1516072 978557,1516081 978595,1516093 978639,1516107 978688,1516123 978742,1516143 978802,1516164 978866,1516188 978937,1516215 979012,1516244 979093,1516275 979179,1516309 979270,1516345 979367,1516384 979469,1516425 979575,1516470 979689,1516973 980765,1517003 980829,1517033 980893,1517063 980955,1517094 981016,1517124 981076,1517155 981135,1517187 981193,1517219 981249,1517251 981305,1517283 981359,1517315 981412,1517348 981464,1517381 981515,1517415 981565,1517448 981614,1517480 981661,1517513 981707,1517544 981752,1517575 981796,1517606 981839,1517636 981880,1517665 981920,"
102538,102540,68,"1517404 981695,1517375 981652,1517347 981609,1517319 981564,1517289 981515,1517258 981464,1517226 981409,1517194 981352,1517161 981292,1517126 981229,1517091 981164,1517054 981095,1517017 981023,1516979 980949,1516940 980872,1516900 980791,1516392 979720,1516363 979654,1516333 979590,1516305 979528,1516278 979465,1516250 979378,1516222 979294,1516195 979214,1516170 979138,1516147 979065,1516124 978997,1516104 978931,1516085 978869,1516067 978811,1516051 978756,1516036 978704,1516023 978657,1516011 978613,1516000 978572,1515992 978535,1515984 978499,1515976 978462,1515968 978425,1515961 978385,1515954 978345,1515947 978304,1515941 978261,1515934 978218,1515928 978173,1515923 978127,1515917 978080,1515912 978032,1515907 977983,1515902 977933,1515898 977881,1515893 977829,1515889 977777,1515884 977724,1515880 977671,1515876 977619,1515872 977566,1515868 977512,1515864 977459,1515860 977406,1515856 977352,1515851 977298,1515847 977244,1515844 977190,1515840 977135,1515836 977080,1515790 974613,1515777 972164,"
102510,102542,14,"1531724 997935,1531688 997852,1531663 997817,1531631 997791,1531591 997769,1531559 997760,1531526 997758,1531490 997763,1531461 997772,1531431 997787,1531406 997813,1531386 997844,1531376 997883,1531375 997934,"
100181,102545,2,"1537851 1011633,1536122 1009817,"
101912,102553,13,"1521471 1026837,1521062 1027229,1520518 1027745,1520028 1028156,1519649 1028431,1519261 1028694,1518932 1028894,1518592 1029064,1518198 1029282,1518198 1029283,1517981 1029402,1517731 1029735,1517566 1029929,"
100650,102554,5,"1533682 997477,1533692 997521,1533700 997565,1533707 997609,1533713 997653,"
101780,103400,1,"1512427 1030298,"
100141,103413,1,"1547352 1029952,"
100136,103413,3,"1541104 1030018,1543559 1029991,1544290 1029984,"
104335,103506,1,"1581133 1030083,"
103540,103507,1,"1586441 1032556,"
103520,103508,1,"1581002 1018129,"
104096,103510,2,"1575207 987574,1575363 987572,"
104393,103512,2,"1581549 1062991,1581550 1064115,"
104186,103514,1,"1581138 1035368,"
103515,103514,8,"1585654 1035357,1584979 1035394,1584177 1035417,1583569 1035437,1582929 1035437,1582502 1035431,1582055 1035421,1581555 1035396,"
103514,103515,8,"1581555 1035396,1582055 1035421,1582502 1035431,1582929 1035437,1583569 1035437,1584177 1035417,1584979 1035394,1585654 1035357,"
104367,103516,2,"1581283 1050530,1581283 1050529,"
104339,103516,1,"1579207 1045969,"
103517,103516,2,"1584486 1045758,1582591 1045891,"
104396,103517,1,"1586547 1040662,"
103516,103517,2,"1582591 1045891,1584486 1045758,"
103519,103518,2,"1584775 1003517,1580811 1003564,"
103518,103519,2,"1580811 1003564,1584775 1003517,"
103527,103519,3,"1586123 1007712,1586091 1005189,1586057 1004080,"
104320,103520,1,"1578391 1021023,"
103508,103520,1,"1581002 1018129,"
103521,103520,1,"1583238 1022425,"
104395,103521,3,"1586343 1024881,1586343 1024879,1586342 1024834,"
103520,103521,1,"1583238 1022425,"
103530,103524,11,"1582913 967943,1582849 968129,1582797 968278,1582759 968365,1582703 968473,1582592 968608,1582399 968775,1582090 969027,1581969 969134,1581908 969202,1581881 969255,"
104155,103524,6,"1580187 969547,1580186 969599,1580211 969633,1580268 969653,1581303 969654,1581489 969683,"
103525,103524,18,"1585140 969004,1584267 969014,1584176 969028,1584150 969049,1584145 969087,1584157 969515,1584142 969696,1584076 969736,1584008 969744,1583806 969757,1583380 969743,1582989 969730,1582768 969730,1582677 969712,1582514 969690,1582442 969690,1582344 969688,1582141 969683,"
103524,103525,18,"1582141 969683,1582344 969688,1582442 969690,1582514 969690,1582677 969712,1582768 969730,1582989 969730,1583380 969743,1583806 969757,1584008 969744,1584076 969736,1584142 969696,1584157 969515,1584145 969087,1584150 969049,1584176 969028,1584267 969014,1585140 969004,"
103992,103526,1,"1580891 1008855,"
103527,103526,1,"1586002 1008841,"
103519,103527,3,"1586057 1004080,1586091 1005189,1586123 1007712,"
103526,103527,1,"1586002 1008841,"
103532,103527,1,"1586206 1014163,"
103529,103528,1,"1585338 1058623,"
103528,103529,1,"1585338 1058623,"
104402,103529,1,"1585921 1059173,"
103524,103530,11,"1581881 969255,1581908 969202,1581969 969134,1582090 969027,1582399 968775,1582592 968608,1582703 968473,1582759 968365,1582797 968278,1582849 968129,1582913 967943,"
103532,103531,6,"1586113 1014161,1585965 1014147,1585742 1014116,1585631 1014109,1585543 1014110,1585429 1014121,"
103527,103532,1,"1586206 1014163,"
103531,103532,6,"1585429 1014121,1585543 1014110,1585631 1014109,1585742 1014116,1585965 1014147,1586113 1014161,"
103534,103533,2,"1585403 1056618,1584742 1057059,"
103533,103534,2,"1584742 1057059,1585403 1056618,"
104394,103534,2,"1586759 1057735,1586757 1057593,"
103538,103537,14,"1585902 1033007,1585467 1033040,1585048 1033067,1584645 1033089,1584259 1033105,1583888 1033116,1583535 1033121,1583197 1033120,1582876 1033114,1582571 1033102,1582282 1033084,1582010 1033061,1581754 1033032,1581514 1032998,"
103507,103540,1,"1586441 1032556,"
103539,103540,14,"1581637 1032872,1581945 1032907,1582257 1032937,1582572 1032961,1582892 1032979,1583215 1032992,1583542 1032999,1583872 1033000,1584207 1032996,1584545 1032987,1584887 1032972,1585232 1032951,1585582 1032925,1585935 1032893,"
104372,103541,22,"1581321 1052946,1581374 1052977,1581428 1053007,1581482 1053036,1581538 1053066,1581595 1053095,1581652 1053123,1581710 1053151,1581769 1053179,1581829 1053206,1581890 1053232,1581952 1053258,1582015 1053284,1582079 1053309,1582143 1053334,1582212 1053355,1582281 1053375,1582350 1053393,1582418 1053411,1582486 1053427,1582554 1053442,1582621 1053456,"
104370,103541,10,"1581436 1052501,1581473 1052521,1581496 1052543,1581535 1052590,1581891 1053086,1581941 1053154,1581986 1053200,1582041 1053246,1582099 1053282,1582180 1053318,"
103541,103542,51,"1582755 1053481,1582822 1053491,1582888 1053501,1582954 1053508,1583020 1053515,1583085 1053521,1583150 1053526,1583217 1053529,1583284 1053533,1583354 1053537,1583426 1053540,1583499 1053543,1583574 1053546,1583651 1053548,1583731 1053551,1583811 1053553,1583894 1053555,1583979 1053556,1584065 1053558,1584154 1053559,1584244 1053560,1584336 1053561,1584429 1053562,1584521 1053563,1584613 1053563,1584704 1053564,1584794 1053564,1584884 1053565,1584974 1053565,1585062 1053566,1585151 1053566,1585239 1053566,1585326 1053567,1585413 1053567,1585499 1053567,1585584 1053567,1585670 1053567,1585753 1053567,1585833 1053568,1585910 1053570,1585985 1053572,1586056 1053574,1586124 1053578,1586189 1053581,1586252 1053586,1586311 1053591,1586367 1053596,1586420 1053602,1586470 1053609,1586518 1053616,1586562 1053623,"
103544,103543,54,"1586556 1053698,1586508 1053691,1586461 1053684,1586415 1053679,1586370 1053673,1586327 1053668,1586284 1053664,1586242 1053660,1586201 1053656,1586161 1053653,1586122 1053651,1586084 1053648,1586048 1053647,1586012 1053646,1585977 1053645,1585941 1053644,1585902 1053644,1585858 1053643,1585810 1053643,1585759 1053642,1585703 1053642,1585645 1053642,1585582 1053641,1585515 1053641,1585444 1053640,1585370 1053640,1585292 1053639,1585210 1053639,1585124 1053639,1585034 1053638,1584943 1053638,1584854 1053637,1584765 1053637,1584678 1053636,1584593 1053636,1584509 1053636,1584426 1053635,1584345 1053635,1584265 1053634,1584187 1053634,1584110 1053634,1584034 1053633,1583960 1053633,1583887 1053632,1583816 1053632,1583746 1053632,1583677 1053631,1583610 1053629,1583545 1053628,1583481 1053626,1583418 1053624,1583357 1053622,1583298 1053619,1583240 1053616,"
104432,103544,32,"1589039 1055127,1588961 1055048,1588887 1054972,1588813 1054898,1588740 1054826,1588668 1054757,1588595 1054691,1588523 1054627,1588451 1054566,1588379 1054507,1588307 1054450,1588236 1054397,1588165 1054345,1588094 1054296,1588023 1054250,1587952 1054206,1587882 1054165,1587812 1054126,1587742 1054089,1587669 1054053,1587596 1054019,1587521 1053985,1587445 1053954,1587367 1053923,1587288 1053894,1587208 1053865,1587126 1053839,1587042 1053813,1586958 1053789,1586872 1053766,1586784 1053744,1586696 1053724,"
103551,103545,2,"1553670 1056352,1554797 1056279,"
103567,103545,4,"1557043 1056470,1555214 1056475,1555035 1056391,1555034 1056391,"
103545,103551,2,"1554797 1056279,1553670 1056352,"
104077,103557,1,"1539256 1055148,"
103558,103557,1,"1539267 1057878,"
104380,103558,5,"1539221 1061472,1539263 1061231,1539262 1061178,1539262 1061177,1539262 1061060,"
103557,103558,1,"1539267 1057878,"
103562,103561,2,"1570751 1059121,1570751 1059120,"
103561,103562,2,"1570751 1059120,1570751 1059121,"
104385,103562,3,"1570963 1061955,1570794 1061916,1570751 1059141,"
104084,103564,5,"1533132 1057040,1533110 1057267,1533115 1057536,1533188 1057829,1533221 1057955,"
104382,103565,1,"1533972 1060825,"
103545,103567,4,"1555034 1056391,1555035 1056391,1555214 1056475,1557043 1056470,"
103568,103567,1,"1560175 1061472,"
103567,103568,1,"1560175 1061472,"
104387,103568,1,"1560391 1061842,"
103910,103569,1,"1456701 1042865,"
103652,103572,1,"1445475 988787,"
103756,103575,1,"1444673 1031216,"
103582,103581,10,"1511594 1036975,1510874 1037267,1510255 1037530,1509760 1037720,1509385 1037883,1509007 1038039,1508685 1038154,1508430 1038251,1508143 1038324,1507684 1038435,"
103972,103581,1,"1507245 1037787,"
103973,103581,14,"1503680 1040091,1503857 1040042,1503984 1039985,1504126 1039907,1504143 1039897,1504544 1039653,1504938 1039421,1505334 1039199,1505677 1039027,1505968 1038900,1506311 1038779,1506651 1038681,1506801 1038647,1506803 1038646,"
103581,103582,10,"1507684 1038435,1508143 1038324,1508430 1038251,1508685 1038154,1509007 1038039,1509385 1037883,1509760 1037720,1510255 1037530,1510874 1037267,1511594 1036975,"
104056,103582,2,"1514055 1035965,1512571 1036565,"
103588,103587,29,"1512171 1035209,1511831 1035339,1511508 1035461,1511202 1035577,1510914 1035686,1510644 1035789,1510390 1035885,1510154 1035974,1509936 1036056,1509734 1036131,1509550 1036200,1509384 1036263,1509235 1036318,1509103 1036366,1508988 1036409,1508882 1036447,1508774 1036483,1508666 1036519,1508556 1036554,1508445 1036588,1508333 1036620,1508220 1036652,1508106 1036682,1507990 1036712,1507874 1036740,1507756 1036767,1507637 1036793,1507517 1036818,1507396 1036842,"
103951,103589,29,"1502753 1037009,1502955 1037010,1503155 1037009,1503350 1037009,1503543 1037008,1503731 1037006,1503917 1037005,1504098 1037003,1504277 1037001,1504452 1036998,1504623 1036995,1504791 1036992,1504956 1036989,1505117 1036985,1505274 1036981,1505428 1036976,1505579 1036970,1505726 1036963,1505869 1036955,1506009 1036945,1506145 1036935,1506278 1036923,1506407 1036910,1506533 1036896,1506655 1036881,1506773 1036865,1506889 1036847,1507000 1036828,1507108 1036809,"
103589,103590,29,"1507317 1036765,1507422 1036742,1507528 1036717,1507636 1036691,1507745 1036664,1507856 1036635,1507968 1036606,1508082 1036574,1508197 1036542,1508314 1036508,1508432 1036473,1508552 1036436,1508673 1036398,1508796 1036359,1508921 1036318,1509053 1036274,1509201 1036223,1509365 1036165,1509544 1036101,1509738 1036031,1509948 1035954,1510172 1035871,1510413 1035781,1510668 1035685,1510939 1035582,1511225 1035473,1511527 1035358,1511843 1035236,1512176 1035107,"
103722,103592,3,"1458751 1012002,1458577 1012005,1458560 1012380,"
103788,103593,2,"1477208 1034671,1477434 1033993,"
103788,103594,2,"1475729 1035697,1475312 1036532,"
103787,103595,6,"1473152 1025355,1473252 1025290,1473306 1025269,1473360 1025271,1473493 1025324,1474006 1025239,"
103616,103595,5,"1475238 1023474,1475356 1023705,1475421 1023805,1475470 1023947,1475480 1024363,"
103708,103597,2,"1467371 999810,1467197 1000010,"
103709,103597,1,"1465520 1001461,"
103614,103599,2,"1463913 1006271,1464030 1006479,"
103615,103599,3,"1463926 1011106,1463523 1009520,1463509 1008312,"
103917,103602,2,"1486233 1013447,1486973 1013103,"
103710,103603,1,"1469672 1004313,"
103875,103607,1,"1483605 1033960,"
103883,103607,2,"1485779 1035860,1484771 1035433,"
103599,103614,2,"1464030 1006479,1463913 1006271,"
103709,103614,3,"1465498 1001887,1465457 1002012,1464868 1003639,"
103710,103614,6,"1466514 1004384,1466040 1004387,1465720 1004359,1465495 1004327,1465270 1004280,1465006 1004216,"
103767,103615,12,"1467238 1016878,1467090 1016675,1466455 1015823,1465917 1015206,1465914 1015202,1465661 1014951,1465604 1014868,1465599 1014858,1465526 1014700,1465442 1014516,1465235 1014014,1464864 1013056,"
103599,103615,3,"1463509 1008312,1463523 1009520,1463926 1011106,"
103595,103616,5,"1475480 1024363,1475470 1023947,1475421 1023805,1475356 1023705,1475238 1023474,"
103620,103619,1,"1485664 1009453,"
103619,103620,1,"1485664 1009453,"
103786,103621,14,"1472953 1026239,1472952 1026359,1472955 1026450,1472988 1026526,1473106 1026740,1473334 1027155,1473760 1027933,1474102 1028548,1474532 1029317,1474750 1029703,1474828 1029821,1474876 1029905,1474923 1029991,1475004 1030307,"
103636,103621,3,"1475204 1031404,1475166 1031173,1475133 1031017,"
103834,103623,8,"1473998 1040697,1474126 1040648,1474360 1040592,1474513 1040574,1474625 1040563,1474822 1040554,1475041 1040568,1475388 1040602,"
103624,103623,2,"1479382 1040838,1477199 1040703,"
103857,103623,1,"1475365 1039124,"
103623,103624,2,"1477199 1040703,1479382 1040838,"
103645,103624,1,"1480648 1038662,"
103927,103624,2,"1482008 1040964,1481055 1040984,"
103718,103625,1,"1474886 995259,"
103735,103627,1,"1475266 1034229,"
103635,103629,19,"1479533 991861,1479052 991724,1478596 991583,1478267 991488,1478016 991435,1477752 991391,1477483 991371,1477229 991325,1477056 991283,1476770 991208,1476576 991131,1476356 991077,1476219 991038,1475984 991021,1475777 991012,1475609 991025,1475445 991048,1475220 991085,1475024 991110,"
103910,103630,2,"1456584 1043569,1456568 1043764,"
103707,103631,1,"1463059 1001757,"
103774,103632,1,"1460386 1012003,"
103634,103633,1,"1476946 1006845,"
103633,103634,1,"1476946 1006845,"
103629,103635,19,"1475024 991110,1475220 991085,1475445 991048,1475609 991025,1475777 991012,1475984 991021,1476219 991038,1476356 991077,1476576 991131,1476770 991208,1477056 991283,1477229 991325,1477483 991371,1477752 991391,1478016 991435,1478267 991488,1478596 991583,1479052 991724,1479533 991861,"
103860,103635,7,"1482535 992270,1482356 992281,1482148 992290,1481810 992271,1481438 992247,1481054 992196,1480577 992121,"
103621,103636,3,"1475133 1031017,1475166 1031173,1475204 1031404,"
103738,103636,3,"1472685 1034363,1472692 1034359,1474244 1033447,"
103637,103636,1,"1476105 1032286,"
103636,103637,1,"1476105 1032286,"
103914,103637,1,"1477858 1031149,"
103705,103639,2,"1471403 983225,1473089 983203,"
103648,103640,1,"1457556 1041039,"
103645,103644,1,"1479444 1038514,"
103624,103645,1,"1480648 1038662,"
103594,103646,2,"1477629 1038462,1479443 1038434,"
103640,103648,1,"1457556 1041039,"
103690,103649,1,"1454755 993958,"
103572,103652,1,"1445475 988787,"
103657,103656,2,"1469534 990637,1469534 990637,"
103705,103656,2,"1469468 985870,1469468 985871,"
103656,103657,2,"1469534 990637,1469534 990637,"
103717,103657,3,"1469578 993734,1469573 993459,1469551 992349,"
103661,103660,3,"1459455 988686,1458424 988706,1458314 988569,"
103660,103661,3,"1458314 988569,1458424 988706,1459455 988686,"
103672,103662,4,"1451291 983615,1451293 983950,1451303 984262,1451306 984542,"
103663,103662,6,"1451657 985887,1451554 985689,1451473 985502,1451443 985320,1451382 985017,1451332 984725,"
103662,103663,6,"1451332 984725,1451382 985017,1451443 985320,1451473 985502,1451554 985689,1451657 985887,"
103702,103663,1,"1453226 989055,"
103691,103664,1,"1455838 993897,"
100761,103664,1,"1457763 997818,"
103668,103667,6,"1457481 991347,1456966 991351,1456904 991348,1456903 991348,1456757 991342,1456695 991350,"
103699,103667,2,"1455516 991584,1456013 991437,"
103667,103668,6,"1456695 991350,1456757 991342,1456903 991348,1456904 991348,1456966 991351,1457481 991347,"
103714,103668,5,"1458322 991344,1458164 991344,1458059 991345,1457743 991345,1457586 991346,"
103662,103672,4,"1451306 984542,1451303 984262,1451293 983950,1451291 983615,"
103690,103676,3,"1453191 994424,1453192 994498,1453192 994500,"
103649,103690,1,"1454755 993958,"
103676,103690,3,"1453192 994500,1453192 994498,1453191 994424,"
103664,103691,1,"1455838 993897,"
103698,103691,4,"1454710 992338,1454752 992422,1455082 992743,1455837 993626,"
103701,103695,5,"1453428 989451,1453595 989621,1453679 989776,1453680 989777,1453751 989908,"
103699,103697,1,"1455506 991588,"
103691,103698,4,"1455837 993626,1455082 992743,1454752 992422,1454710 992338,"
103667,103699,2,"1456013 991437,1455516 991584,"
103697,103699,1,"1455506 991588,"
103695,103701,5,"1453751 989908,1453680 989777,1453679 989776,1453595 989621,1453428 989451,"
103702,103701,1,"1453323 989246,"
103663,103702,1,"1453226 989055,"
103701,103702,1,"1453323 989246,"
103715,103703,1,"1456712 1040575,"
103705,103704,2,"1468309 983270,1466605 983299,"
103639,103705,2,"1473089 983203,1471403 983225,"
103704,103705,2,"1466605 983299,1468309 983270,"
103656,103705,2,"1469468 985871,1469468 985870,"
103707,103706,3,"1464304 999204,1464364 999032,1464341 997355,"
103631,103707,1,"1463059 1001757,"
103706,103707,3,"1464341 997355,1464364 999032,1464304 999204,"
103709,103707,1,"1464369 1001713,"
103597,103708,2,"1467197 1000010,1467371 999810,"
103717,103708,20,"1469581 993849,1469553 994045,1469516 994194,1469483 994304,1469461 994355,1469434 994415,1469340 994458,1469140 994524,1468982 994570,1468908 994602,1468782 994720,1468609 995052,1468573 995131,1468546 995225,1468536 995512,1468500 996088,1468498 996304,1468479 996434,1468180 997588,1467891 998685,"
103597,103709,1,"1465520 1001461,"
103614,103709,3,"1464868 1003639,1465457 1002012,1465498 1001887,"
103707,103709,1,"1464369 1001713,"
103603,103710,1,"1469672 1004313,"
103614,103710,6,"1465006 1004216,1465270 1004280,1465495 1004327,1465720 1004359,1466040 1004387,1466514 1004384,"
103714,103711,1,"1459928 991340,"
103668,103714,5,"1457586 991346,1457743 991345,1458059 991345,1458164 991344,1458322 991344,"
103711,103714,1,"1459928 991340,"
103716,103715,2,"1456125 1040241,1456712 1040554,"
103703,103715,1,"1456712 1040575,"
103715,103716,2,"1456712 1040554,1456125 1040241,"
103657,103717,3,"1469551 992349,1469573 993459,1469578 993734,"
103708,103717,20,"1467891 998685,1468180 997588,1468479 996434,1468498 996304,1468500 996088,1468536 995512,1468546 995225,1468573 995131,1468609 995052,1468782 994720,1468908 994602,1468982 994570,1469140 994524,1469340 994458,1469434 994415,1469461 994355,1469483 994304,1469516 994194,1469553 994045,1469581 993849,"
103625,103718,1,"1474886 995259,"
103592,103722,3,"1458560 1012380,1458577 1012005,1458751 1012002,"
103736,103723,2,"1473499 1036361,1473823 1035818,"
103849,103724,1,"1468922 1036775,"
103738,103724,2,"1471517 1035164,1470255 1035954,"
103759,103725,1,"1457001 1031010,"
103728,103727,4,"1459329 1025457,1458930 1025548,1458730 1025549,1458119 1025552,"
103727,103728,4,"1458119 1025552,1458730 1025549,1458930 1025548,1459329 1025457,"
103776,103728,4,"1460484 1030608,1460466 1029196,1460417 1026795,1460411 1025447,"
103776,103731,1,"1460517 1030944,"
103737,103735,6,"1472731 1035927,1472837 1035829,1472943 1035712,1473080 1035535,1473193 1035407,1473467 1035251,"
103627,103735,1,"1475266 1034229,"
103846,103736,1,"1473099 1038063,"
103723,103736,2,"1473823 1035818,1473499 1036361,"
103838,103737,12,"1470365 1037115,1470808 1037024,1471211 1036926,1471534 1036817,1471791 1036722,1471984 1036640,1472156 1036505,1472314 1036393,1472398 1036289,1472399 1036177,1472404 1036110,1472462 1036037,"
103735,103737,6,"1473467 1035251,1473193 1035407,1473080 1035535,1472943 1035712,1472837 1035829,1472731 1035927,"
103636,103738,3,"1474244 1033447,1472692 1034359,1472685 1034363,"
103724,103738,2,"1470255 1035954,1471517 1035164,"
103784,103738,1,"1472587 1033441,"
103776,103740,1,"1460515 1032204,"
103741,103740,7,"1460584 1036224,1460583 1036202,1460578 1035905,1460550 1034241,1460541 1033719,1460541 1033718,1460538 1033559,"
103827,103741,4,"1460621 1037784,1460615 1037446,1460605 1037119,1460595 1036745,"
103740,103741,7,"1460538 1033559,1460541 1033718,1460541 1033719,1460550 1034241,1460578 1035905,1460583 1036202,1460584 1036224,"
103756,103746,2,"1446401 1031187,1447484 1031169,"
103747,103746,1,"1451383 1031104,"
103746,103747,1,"1451383 1031104,"
103750,103747,1,"1453760 1030987,"
103751,103748,1,"1449121 1017811,"
103747,103750,1,"1453760 1030987,"
103748,103751,1,"1449121 1017811,"
103758,103753,1,"1446456 1025812,"
103746,103756,2,"1447484 1031169,1446401 1031187,"
103575,103756,1,"1444673 1031216,"
103753,103758,1,"1446456 1025812,"
103725,103759,1,"1457001 1031010,"
103774,103760,9,"1460360 1012905,1460384 1014426,1460420 1016113,1460420 1016633,1460419 1016804,1460431 1016958,1460432 1017064,1460400 1017225,1460368 1017380,"
103775,103760,1,"1460317 1017543,"
103767,103761,2,"1467348 1017010,1467567 1017247,"
103768,103761,2,"1468911 1019396,1468301 1018400,"
103787,103763,4,"1472686 1025080,1472548 1024671,1472390 1024257,1472260 1024009,"
103768,103763,20,"1469518 1020398,1469671 1020680,1469763 1020866,1469849 1021072,1469918 1021236,1469981 1021368,1470027 1021487,1470325 1021892,1470656 1022313,1470812 1022520,1470867 1022618,1470938 1022696,1471073 1022789,1471237 1022894,1471386 1022997,1471495 1023067,1471619 1023172,1471837 1023409,1472038 1023672,1472130 1023812,"
103761,103767,2,"1467567 1017247,1467348 1017010,"
103615,103767,12,"1464864 1013056,1465235 1014014,1465442 1014516,1465526 1014700,1465599 1014858,1465604 1014868,1465661 1014951,1465914 1015202,1465917 1015206,1466455 1015823,1467090 1016675,1467238 1016878,"
103761,103768,2,"1468301 1018400,1468911 1019396,"
103763,103768,20,"1472130 1023812,1472038 1023672,1471837 1023409,1471619 1023172,1471495 1023067,1471386 1022997,1471237 1022894,1471073 1022789,1470938 1022696,1470867 1022618,1470812 1022520,1470656 1022313,1470325 1021892,1470027 1021487,1469981 1021368,1469918 1021236,1469849 1021072,1469763 1020866,1469671 1020680,1469518 1020398,"
103773,103772,3,"1460383 1024097,1460365 1022971,1460340 1021408,"
103775,103772,2,"1460260 1017883,1460265 1018264,"
103772,103773,3,"1460340 1021408,1460365 1022971,1460383 1024097,"
103760,103774,9,"1460368 1017380,1460400 1017225,1460432 1017064,1460431 1016958,1460419 1016804,1460420 1016633,1460420 1016113,1460384 1014426,1460360 1012905,"
103632,103774,1,"1460386 1012003,"
103772,103775,2,"1460265 1018264,1460260 1017883,"
103760,103775,1,"1460317 1017543,"
103740,103776,1,"1460515 1032204,"
103728,103776,4,"1460411 1025447,1460417 1026795,1460466 1029196,1460484 1030608,"
103731,103776,1,"1460517 1030944,"
103738,103784,1,"1472587 1033441,"
103787,103786,3,"1472838 1025485,1472898 1025646,1472929 1025806,"
103621,103786,14,"1475004 1030307,1474923 1029991,1474876 1029905,1474828 1029821,1474750 1029703,1474532 1029317,1474102 1028548,1473760 1027933,1473334 1027155,1473106 1026740,1472988 1026526,1472955 1026450,1472952 1026359,1472953 1026239,"
103786,103787,3,"1472929 1025806,1472898 1025646,1472838 1025485,"
103763,103787,4,"1472260 1024009,1472390 1024257,1472548 1024671,1472686 1025080,"
103595,103787,6,"1474006 1025239,1473493 1025324,1473360 1025271,1473306 1025269,1473252 1025290,1473152 1025355,"
103594,103788,2,"1475312 1036532,1475729 1035697,"
103593,103788,2,"1477434 1033993,1477208 1034671,"
103792,103791,3,"1466914 1042062,1465544 1042042,1465070 1042044,"
103832,103791,2,"1464014 1042034,1464207 1042047,"
103791,103792,3,"1465070 1042044,1465544 1042042,1466914 1042062,"
103806,103793,4,"1463091 1037889,1463097 1037888,1463569 1037833,1464144 1037767,"
103831,103794,3,"1464769 1039370,1464769 1039370,1464857 1039314,"
103847,103798,13,"1468837 1042199,1468816 1042258,1468780 1042324,1468725 1042386,1468670 1042419,1468598 1042441,1468528 1042450,1468416 1042462,1468292 1042480,1468208 1042501,1468133 1042526,1468039 1042580,1467935 1042659,"
103839,103798,1,"1467755 1042859,"
103828,103803,1,"1461200 1042268,"
103804,103803,10,"1463416 1041938,1463414 1041938,1463385 1041933,1463287 1041928,1463216 1041926,1463126 1041941,1462984 1041966,1462753 1042013,1462752 1042014,1462635 1042037,"
103999,103804,1,"1463790 1041847,"
103803,103804,10,"1462635 1042037,1462752 1042014,1462753 1042013,1462984 1041966,1463126 1041941,1463216 1041926,1463287 1041928,1463385 1041933,1463414 1041938,1463416 1041938,"
103832,103804,1,"1463962 1042026,"
103818,103805,3,"1460866 1038143,1461100 1038142,1461296 1038140,"
103806,103805,5,"1462819 1037920,1462481 1037959,1462127 1037999,1462028 1038081,1461954 1038137,"
103793,103806,4,"1464144 1037767,1463569 1037833,1463097 1037888,1463091 1037889,"
103805,103806,5,"1461954 1038137,1462028 1038081,1462127 1037999,1462481 1037959,1462819 1037920,"
103816,103807,6,"1461154 1041038,1461318 1041033,1461487 1041010,1461687 1040976,1461972 1040928,1462218 1040851,"
103808,103807,7,"1463747 1040000,1463704 1040025,1463702 1040026,1463570 1040104,1463066 1040439,1462668 1040653,1462242 1040841,"
103807,103808,7,"1462242 1040841,1462668 1040653,1463066 1040439,1463570 1040104,1463702 1040026,1463704 1040025,1463747 1040000,"
104003,103809,2,"1463835 1040207,1463911 1040057,"
103817,103812,2,"1460124 1040681,1460475 1040677,"
103830,103813,1,"1459446 1045251,"
103807,103816,6,"1462218 1040851,1461972 1040928,1461687 1040976,1461487 1041010,1461318 1041033,1461154 1041038,"
103812,103817,2,"1460475 1040677,1460124 1040681,"
103805,103818,3,"1461296 1038140,1461100 1038142,1460866 1038143,"
103827,103818,4,"1460621 1037827,1460622 1037985,1460622 1037987,1460622 1038141,"
103821,103820,1,"1459368 1039592,"
103820,103821,1,"1459368 1039592,"
103823,103821,1,"1459373 1039952,"
103821,103823,1,"1459373 1039952,"
103825,103823,2,"1459385 1040682,1459380 1040376,"
103823,103825,2,"1459380 1040376,1459385 1040682,"
103818,103827,4,"1460622 1038141,1460622 1037987,1460622 1037985,1460621 1037827,"
103741,103827,4,"1460595 1036745,1460605 1037119,1460615 1037446,1460621 1037784,"
103803,103828,1,"1461200 1042268,"
103813,103830,1,"1459446 1045251,"
103794,103831,3,"1464857 1039314,1464769 1039370,1464769 1039370,"
103791,103832,2,"1464207 1042047,1464014 1042034,"
103804,103832,1,"1463962 1042026,"
103623,103834,8,"1475388 1040602,1475041 1040568,1474822 1040554,1474625 1040563,1474513 1040574,1474360 1040592,1474126 1040648,1473998 1040697,"
103855,103834,1,"1473770 1040785,"
