index,link_id,matrix_ab,matrix_ba,matrix_tot
1770,1770.000000,15.000000,0.000000,15.000000
1771,1771.000000,766.333333,0.000000,766.333333
1772,1772.000000,95.000000,0.000000,95.000000
1773,1773.000000,2.000000,0.000000,2.000000
1774,1774.000000,1.000000,0.000000,1.000000
1775,1775.000000,181.333333,0.000000,181.333333
1776,1776.000000,4.000000,0.000000,4.000000
1777,1777.000000,705.000000,0.000000,705.000000
1778,1778.000000,32.333333,0.000000,32.333333
1779,1779.000000,23.000000,0.000000,23.000000
1780,1780.000000,0.000000,0.000000,0.000000
1781,1781.000000,78.666667,0.000000,78.666667
1782,1782.000000,100.000000,0.000000,100.000000
1783,1783.000000,7.000000,0.000000,7.000000
1784,1784.000000,707.333333,0.000000,707.333333
1785,1785.000000,0.000000,0.000000,0.000000
1786,1786.000000,3.000000,0.000000,3.000000
1787,1787.000000,7.000000,0.000000,7.000000
1788,1788.000000,3.000000,0.000000,3.000000
1789,1789.000000,164.000000,0.000000,164.000000
1790,1790.000000,436.000000,0.000000,436.000000
1791,1791.000000,0.000000,0.000000,0.000000
1792,1792.000000,7.000000,0.000000,7.000000
1793,1793.000000,13.000000,0.000000,13.000000
1794,1794.000000,3.000000,0.000000,3.000000
1795,1795.000000,46.000000,0.000000,46.000000
1796,1796.000000,66.000000,0.000000,66.000000
1797,1797.000000,3.000000,0.000000,3.000000
1798,1798.000000,134.000000,0.000000,134.000000
1799,1799.000000,23.000000,0.000000,23.000000
1800,1800.000000,182.000000,0.000000,182.000000
1801,1801.000000,140.000000,0.000000,140.000000
1802,1802.000000,7.000000,0.000000,7.000000
1803,1803.000000,40.000000,0.000000,40.000000
1804,1804.000000,0.000000,0.000000,0.000000
1805,1805.000000,15.000000,0.000000,15.000000
1806,1806.000000,9.000000,0.000000,9.000000
1807,1807.000000,0.000000,0.000000,0.000000
1808,1808.000000,21.000000,0.000000,21.000000
1809,1809.000000,320.666667,0.000000,320.666667
1810,1810.000000,9.000000,0.000000,9.000000
1811,1811.000000,2.000000,0.000000,2.000000
1812,1812.000000,56.000000,0.000000,56.000000
1813,1813.000000,38.000000,0.000000,38.000000
1814,1814.000000,867.333333,0.000000,867.333333
1815,1815.000000,168.666667,0.000000,168.666667
1816,1816.000000,14.000000,0.000000,14.000000
1817,1817.000000,205.000000,0.000000,205.000000
1818,1818.000000,3.000000,0.000000,3.000000
1819,1819.000000,3.000000,0.000000,3.000000
1820,1820.000000,0.000000,0.000000,0.000000
1821,1821.000000,0.000000,0.000000,0.000000
1822,1822.000000,16.000000,0.000000,16.000000
1823,1823.000000,150.000000,0.000000,150.000000
1824,1824.000000,119.666667,0.000000,119.666667
1825,1825.000000,14.000000,0.000000,14.000000
1826,1826.000000,7.000000,0.000000,7.000000
1827,1827.000000,23.000000,0.000000,23.000000
1828,1828.000000,11.000000,0.000000,11.000000
1829,1829.000000,238.000000,0.000000,238.000000
1830,1830.000000,219.333333,0.000000,219.333333
1831,1831.000000,23.000000,0.000000,23.000000
1832,1832.000000,6.000000,0.000000,6.000000
1833,1833.000000,3.000000,0.000000,3.000000
1834,1834.000000,111.000000,0.000000,111.000000
1835,1835.000000,888.333333,0.000000,888.333333
1836,1836.000000,154.666667,0.000000,154.666667
1837,1837.000000,11.000000,0.000000,11.000000
1838,1838.000000,0.000000,0.000000,0.000000
1839,1839.000000,699.000000,0.000000,699.000000
1840,1840.000000,61.000000,0.000000,61.000000
1841,1841.000000,153.000000,0.000000,153.000000
1842,1842.000000,227.666667,0.000000,227.666667
1843,1843.000000,6.000000,0.000000,6.000000
1844,1844.000000,3.000000,0.000000,3.000000
1845,1845.000000,25.000000,0.000000,25.000000
1846,1846.000000,0.000000,0.000000,0.000000
1847,1847.000000,437.333333,0.000000,437.333333
1848,1848.000000,146.000000,0.000000,146.000000
1849,1849.000000,0.000000,0.000000,0.000000
1850,1850.000000,0.000000,0.000000,0.000000
1851,1851.000000,242.333333,0.000000,242.333333
1852,1852.000000,161.000000,0.000000,161.000000
1853,1853.000000,1.000000,0.000000,1.000000
1854,1854.000000,155.000000,0.000000,155.000000
1855,1855.000000,358.333333,0.000000,358.333333
1856,1856.000000,4.000000,0.000000,4.000000
1857,1857.000000,0.000000,0.000000,0.000000
1858,1858.000000,23.000000,0.000000,23.000000
1859,1859.000000,0.000000,0.000000,0.000000
1860,1860.000000,230.000000,0.000000,230.000000
1861,1861.000000,344.333333,0.000000,344.333333
1862,1862.000000,140.000000,0.000000,140.000000
1863,1863.000000,29.000000,0.000000,29.000000
1864,1864.000000,0.000000,0.000000,0.000000
1865,1865.000000,190.000000,0.000000,190.000000
1866,1866.000000,102.000000,0.000000,102.000000
1867,1867.000000,22.000000,0.000000,22.000000
1868,1868.000000,240.000000,0.000000,240.000000
